BusinessEntityID,CreditCardID,ModifiedDate
9708,6610,2012-11-23
9709,18649,2013-06-08
9710,17941,2013-08-02
9711,19141,2012-07-29
9712,8405,2012-12-04
9713,2792,2014-05-30
9714,1809,2014-04-30
9715,994,2014-06-29
9716,6255,2014-04-23
9717,16922,2012-07-26
9718,7930,2014-03-05
9719,959,2013-08-18
9720,2012,2014-04-15
9721,12322,2014-01-20
9722,4254,2013-09-13
9723,937,2012-11-05
9724,7007,2013-06-30
9725,8356,2013-04-06
9726,9513,2014-05-09
9727,2879,2013-12-12
9728,3237,2013-08-02
9729,4341,2013-04-12
9730,7164,2013-02-08
9731,9117,2014-02-18
9732,9605,2014-03-27
9733,5529,2014-05-21
9734,12071,2012-05-11
9735,17231,2013-08-13
9736,16862,2011-12-17
9737,9864,2013-11-14
9738,2629,2013-07-21
9739,2463,2013-09-18
9740,15910,2011-09-11
9741,9832,2013-10-05
9742,2322,2012-04-12
9743,13605,2012-03-02
9744,14322,2014-03-19
9745,996,2013-03-24
9746,13478,2011-12-27
9747,18007,2013-10-02
9748,10522,2014-03-15
9749,3717,2013-12-07
9750,16283,2013-10-29
9751,10679,2013-09-25
9752,12851,2013-09-21
9753,18371,2013-10-23
9754,5041,2014-01-22
9755,4990,2011-08-10
9756,9353,2013-05-03
9757,6321,2012-10-16
9758,16319,2014-01-12
9759,1115,2013-03-04
9760,11347,2014-05-07
9761,10810,2014-02-28
9762,5932,2012-11-29
9763,7192,2013-12-10
9764,2740,2013-03-09
9765,18438,2014-06-25
9766,3156,2013-07-11
9767,17678,2013-06-11
9768,9113,2013-11-18
9769,3061,2012-05-06
9770,13210,2011-09-22
9771,18361,2012-11-24
9772,1527,2014-05-17
9773,17140,2013-08-15
9774,18789,2012-07-24
9775,16885,2014-01-14
9776,15233,2012-07-30
9777,5898,2014-03-15
9778,5327,2013-08-26
9779,17159,2014-02-17
9780,15723,2012-12-17
9781,9726,2013-01-20
9782,11275,2013-07-16
9783,13199,2013-11-04
9784,4585,2013-08-09
9785,13059,2013-12-12
9786,7326,2013-08-17
9787,4033,2014-03-24
9788,1784,2014-06-02
9789,2008,2013-08-22
9790,18160,2011-07-06
9791,8381,2014-02-27
9792,18692,2013-08-07
9793,4286,2012-09-20
9794,18015,2013-06-30
9795,16106,2011-10-26
9796,16847,2013-11-24
9797,2405,2014-05-22
9798,17462,2013-09-29
9799,4724,2013-07-27
9800,2134,2014-05-17
9801,6696,2013-03-03
9802,10419,2014-04-26
9803,10659,2012-01-16
9804,2088,2013-12-01
9805,15073,2014-01-31
9806,851,2012-05-29
9807,583,2013-07-13
9808,17375,2013-10-27
9809,17746,2012-07-02
9810,5765,2013-09-08
9811,19188,2014-05-07
9812,5236,2014-05-02
9813,7584,2014-05-27
9814,8753,2012-03-29
9815,11037,2014-04-06
9816,724,2014-06-24
9817,378,2014-02-20
9818,14190,2013-12-22
9819,15168,2013-03-06
9820,16287,2012-03-16
9821,13819,2014-03-06
9822,10633,2014-05-05
9823,17948,2012-04-06
9824,4075,2014-02-20
9825,10192,2013-09-05
9826,16111,2014-05-27
9827,9671,2013-12-05
9828,18380,2014-01-28
9829,16613,2013-08-31
9830,5150,2014-03-11
9831,5566,2013-11-08
9832,5980,2014-04-30
9833,10213,2013-11-10
9834,7686,2014-01-10
9835,8335,2013-08-26
9836,3640,2014-03-15
9837,13968,2013-09-08
9838,13833,2013-08-05
9839,7183,2013-08-29
9840,4479,2014-06-16
9841,15306,2012-11-06
9842,17147,2014-04-15
9843,2913,2014-02-02
9844,8961,2014-03-31
9845,12532,2014-03-09
9846,17538,2014-01-03
9847,14251,2013-03-29
9848,15717,2014-06-21
9849,6772,2014-02-07
9850,4583,2013-10-26
9851,7502,2013-11-26
9852,14499,2014-04-09
9853,7950,2014-04-04
9854,19030,2013-11-15
9855,14294,2014-06-15
9856,18762,2013-04-12
9857,14632,2013-11-08
9858,1282,2014-04-02
9859,7156,2013-04-13
9860,2068,2012-08-05
9861,15038,2012-03-11
9862,1859,2013-01-11
9863,3143,2013-10-12
9864,11417,2012-04-15
9865,8588,2014-03-30
9866,5060,2013-12-16
9867,10127,2014-02-08
9868,8088,2014-01-04
9869,12093,2013-10-04
9870,7835,2013-08-08
9871,18447,2013-12-28
9872,19092,2013-07-20
9873,15847,2013-10-04
9874,11241,2013-11-13
9875,8412,2014-03-26
9876,5035,2013-10-18
9877,5160,2014-05-16
9878,17609,2013-12-30
9879,12733,2013-12-09
9880,2877,2013-09-22
9881,15135,2013-12-05
9882,12432,2013-08-02
9883,16563,2012-11-17
9884,4996,2014-05-27
9885,18370,2013-11-23
9886,16364,2013-12-17
9887,10891,2014-04-10
9888,13665,2014-06-30
9889,10778,2013-08-13
9890,1098,2013-10-13
9891,13419,2012-06-15
9892,14746,2012-08-07
9893,14104,2011-07-13
9894,12232,2014-01-19
9895,3466,2013-07-16
9896,9465,2013-11-19
9897,14102,2012-11-03
9898,400,2011-10-19
9899,19221,2012-02-06
9900,14208,2014-03-24
9901,10898,2013-06-22
9902,15764,2013-11-29
9903,17463,2014-02-12
9904,2394,2014-03-14
9905,4768,2013-06-20
9906,13489,2012-09-04
9907,10727,2013-11-01
9908,12798,2013-12-11
9909,16382,2014-04-21
9910,1360,2014-06-16
9911,6523,2013-05-16
9912,3230,2014-03-01
9913,14215,2013-09-04
9914,3635,2014-05-20
9915,16868,2014-02-01
9916,19094,2013-01-03
9917,7975,2012-07-03
9918,16054,2014-03-31
9919,2314,2014-04-20
9920,9019,2014-04-30
9921,13474,2013-12-14
9922,11373,2012-12-20
9923,18289,2014-04-22
9924,7375,2013-10-05
9925,1491,2014-03-16
9926,9843,2013-02-11
9927,1059,2014-05-12
9928,19151,2013-10-21
9929,15252,2013-08-10
9930,4010,2013-07-17
9931,3564,2014-04-01
9932,8570,2014-05-14
9933,13265,2014-02-09
9934,112,2014-05-12
9935,2868,2013-11-08
9936,16487,2014-02-25
9937,8624,2014-06-18
9938,3114,2013-12-09
9939,19185,2013-10-14
9940,9867,2013-06-16
9941,13260,2014-05-15
9942,17380,2013-10-28
9943,7499,2012-02-08
9944,11411,2013-08-30
9945,3164,2013-05-11
9946,214,2013-09-19
9947,532,2013-04-03
9948,14151,2014-01-02
9949,1174,2013-10-13
9950,17629,2012-12-03
9951,10544,2013-11-21
9952,10103,2013-07-14
9953,9439,2014-03-14
9954,15120,2014-03-02
9955,4503,2011-06-16
9956,13162,2013-10-07
9957,7450,2013-10-19
9958,3978,2013-07-20
9959,1348,2013-09-26
9960,5680,2012-06-04
9961,13189,2013-10-06
9962,4343,2014-01-18
9963,9752,2013-01-23
9964,14223,2013-03-24
9965,1539,2014-01-22
9966,2987,2013-08-03
9967,9286,2013-09-16
9968,19190,2014-02-01
9969,12115,2012-10-19
9970,8836,2012-06-04
9971,5133,2014-06-28
9972,10497,2013-10-29
9973,2959,2013-08-16
9974,2111,2013-10-08
9975,7655,2014-04-15
9976,18725,2014-03-16
9977,11508,2013-08-01
9978,9733,2012-12-20
9979,9100,2014-02-01
9980,15744,2014-02-26
9981,1552,2014-05-12
9982,10551,2013-08-23
9983,17561,2014-05-20
9984,19003,2013-04-06
9985,18763,2014-05-17
9986,9080,2012-06-09
9987,8957,2013-09-21
9988,8329,2013-08-11
9989,17076,2013-11-13
9990,18585,2013-08-02
9991,14625,2013-07-06
9992,2197,2014-01-18
9993,10446,2013-12-27
9994,1709,2013-12-01
9995,13633,2013-10-11
9996,15595,2013-03-13
9997,2998,2013-02-23
9998,11287,2011-08-03
9999,8098,2011-08-07
10000,12101,2013-11-09
10001,552,2013-12-30
10002,9824,2014-01-25
10003,18243,2011-09-04
10004,5111,2013-05-08
10005,16202,2013-10-08
10006,18027,2013-07-31
10007,10670,2013-12-09
10008,2459,2011-09-17
10009,4415,2014-04-19
10010,7901,2014-05-28
10011,13149,2013-09-08
10012,17890,2012-06-05
10013,2395,2013-07-14
10014,5053,2013-09-27
10015,72,2013-08-13
10016,8956,2013-10-27
10017,17971,2013-08-19
10018,3636,2014-04-20
10019,16110,2013-12-14
10020,15112,2013-08-23
10021,8127,2011-09-26
10022,8876,2014-05-11
10023,13915,2014-04-14
10024,2277,2011-10-15
10025,13778,2013-11-16
10026,11387,2013-09-17
10027,7242,2012-05-05
10028,15945,2014-06-10
10029,2409,2013-04-27
10030,7987,2013-01-29
10031,5234,2013-09-17
10032,5838,2013-11-01
10033,777,2013-07-10
10034,6973,2014-04-16
10035,3565,2014-02-24
10036,18158,2013-10-28
10037,8549,2013-02-25
10038,11821,2013-07-28
10039,14026,2013-10-08
10040,1669,2014-02-27
10041,419,2013-07-28
10042,14437,2013-11-12
10043,4461,2011-12-15
10044,11673,2012-07-05
10045,5344,2013-08-16
10046,6297,2013-12-15
10047,6671,2011-08-22
10048,16424,2014-03-11
10049,13840,2011-12-04
10050,2452,2013-12-27
10051,17517,2013-08-31
10052,366,2014-03-25
10053,3673,2012-06-30
10054,8389,2014-02-07
10055,12628,2014-05-19
10056,13783,2014-01-24
10057,16632,2014-01-16
10058,10817,2013-09-07
10059,16394,2013-10-18
10060,5057,2012-11-21
10061,5249,2013-10-24
10062,11390,2013-07-15
10063,2122,2013-12-07
10064,15767,2013-09-01
10065,13812,2013-10-22
10066,14864,2013-07-15
10067,4507,2014-03-13
10068,7973,2013-12-24
10069,4361,2014-03-10
10070,1562,2013-06-30
10071,7690,2013-01-18
10072,16061,2013-03-28
10073,9564,2013-06-21
10074,16859,2013-11-09
10075,17749,2013-01-01
10076,16498,2014-02-11
10077,2285,2013-07-23
10078,5986,2013-02-13
10079,13429,2014-04-29
10080,13209,2013-07-14
10081,17582,2013-09-16
10082,13522,2013-08-19
10083,14834,2012-05-14
10084,2172,2013-08-04
10085,5914,2013-10-15
10086,16566,2011-11-28
10087,16817,2014-02-20
10088,11700,2014-02-16
10089,6949,2012-11-27
10090,121,2014-05-05
10091,13909,2013-06-10
10092,3735,2013-04-14
10093,10320,2013-05-04
10094,10283,2013-11-15
10095,18288,2012-08-30
10096,16306,2011-09-12
10097,17839,2014-06-27
10098,4604,2013-04-24
10099,9666,2013-03-23
10100,11320,2013-08-21
10101,6116,2013-10-15
10102,8786,2013-07-20
10103,16063,2013-09-24
10104,14525,2013-07-09
10105,13161,2013-11-18
10106,620,2012-04-04
10107,16076,2012-01-11
10108,11482,2014-01-09
10109,16522,2013-10-08
10110,18842,2013-07-24
10111,5312,2012-09-14
10112,13254,2013-08-07
10113,190,2014-01-17
10114,14709,2013-10-30
10115,12027,2013-10-20
10116,7020,2013-10-02
10117,11219,2013-08-06
10118,1673,2014-06-03
10119,5224,2012-03-14
10120,17714,2012-08-03
10121,1239,2013-10-13
10122,8392,2014-04-16
10123,8689,2013-02-14
10124,11471,2014-04-25
10125,11090,2014-01-02
10126,8055,2014-05-15
10127,8407,2014-05-14
10128,15987,2014-03-30
10129,11686,2011-07-06
10130,1025,2013-08-05
10131,11044,2013-01-04
10132,15853,2013-12-11
10133,15997,2013-12-27
10134,10427,2013-07-27
10135,10850,2013-07-07
10136,12996,2013-05-03
10137,2775,2013-07-13
10138,4562,2013-12-20
10139,16898,2014-06-17
10140,7763,2013-11-13
10141,15031,2013-11-14
10142,12837,2014-06-23
10143,5962,2014-05-22
10144,11081,2012-07-03
10145,14189,2013-08-18
10146,13748,2014-01-18
10147,4395,2014-05-10
10148,15366,2014-05-24
10149,3987,2013-12-31
10150,520,2014-06-23
10151,3935,2013-02-03
10152,13012,2012-07-20
10153,18184,2014-04-28
10154,13720,2013-12-30
10155,7447,2013-07-07
10156,18453,2013-09-30
10157,12456,2014-02-06
10158,13098,2013-05-03
10159,15211,2014-01-01
10160,12354,2014-03-02
10161,15652,2013-11-21
10162,2425,2013-10-14
10163,16652,2013-10-27
10164,18387,2014-06-14
10165,7110,2013-09-16
10166,12218,2012-01-31
10167,12934,2014-02-26
10168,16262,2013-12-20
10169,15860,2014-04-18
10170,6454,2012-03-02
10171,14122,2014-05-12
10172,4769,2014-06-23
10173,1887,2013-10-01
10174,11543,2014-05-06
10175,14993,2013-10-13
10176,2466,2013-04-03
10177,1981,2013-07-24
10178,7622,2013-08-22
10179,6324,2013-09-16
10180,7959,2013-07-18
10181,4380,2011-12-12
10182,14651,2011-08-17
10183,18398,2012-08-01
10184,459,2014-03-25
10185,5819,2014-03-28
10186,7362,2014-01-20
10187,7605,2011-07-17
10188,12974,2013-12-19
10189,12913,2014-04-28
10190,8308,2013-12-24
10191,17586,2013-11-01
10192,6118,2014-03-25
10193,526,2014-06-20
10194,5256,2013-11-04
10195,7235,2014-01-03
10196,2910,2013-07-06
10197,1184,2012-05-30
10198,896,2014-04-08
10199,9845,2014-03-28
10200,5412,2013-10-06
10201,15475,2013-08-10
10202,6966,2011-06-29
10203,4412,2013-12-16
10204,6999,2013-07-26
10205,1508,2013-08-10
10206,16357,2012-10-12
10207,16034,2013-09-11
10208,14983,2013-05-25
10209,6075,2014-04-03
10210,18,2011-12-29
10211,4767,2013-08-15
10212,13523,2014-01-15
10213,678,2012-04-16
10214,17443,2013-09-05
10215,10859,2013-11-17
10216,2493,2013-03-16
10217,15035,2014-06-04
10218,18900,2012-06-12
10219,14123,2013-11-21
10220,557,2012-02-15
10221,10833,2013-01-17
10222,12730,2013-12-11
10223,6325,2011-11-07
10224,8063,2013-02-03
10225,5267,2012-07-17
10226,13219,2013-07-10
10227,2221,2014-03-17
10228,16828,2014-03-05
10229,11210,2014-02-18
10230,9388,2014-04-28
10231,2966,2011-12-15
10232,9547,2011-11-07
10233,12784,2013-10-24
10234,8730,2013-09-29
10235,17575,2012-12-12
10236,4184,2013-09-22
10237,10602,2013-08-05
10238,19136,2012-12-16
10239,191,2013-12-20
10240,15876,2013-02-02
10241,16615,2012-11-11
10242,15375,2013-09-09
10243,7413,2013-10-08
10244,14076,2013-11-16
10245,3923,2013-11-02
10246,4505,2014-03-07
10247,12706,2014-05-29
10248,15946,2013-11-26
10249,5091,2013-11-17
10250,19178,2014-02-04
10251,14425,2013-07-28
10252,13652,2014-04-10
10253,16581,2014-04-29
10254,14494,2013-05-18
10255,4638,2013-02-14
10256,17771,2012-08-12
10257,3454,2013-11-17
10258,10355,2013-08-20
10259,16617,2014-04-19
10260,5021,2012-11-03
10261,18955,2013-12-29
10262,8241,2012-01-10
10263,7449,2011-12-03
10264,18076,2013-07-30
10265,15481,2014-01-08
10266,5067,2013-08-03
10267,5020,2011-09-07
10268,14217,2014-05-30
10269,4762,2012-10-02
10270,15390,2014-05-06
10271,15206,2012-08-12
10272,1708,2012-03-23
10273,13558,2014-02-25
10274,3199,2013-09-15
10275,11708,2012-07-02
10276,13732,2012-09-18
10277,7477,2014-05-14
10278,9025,2013-03-13
10279,7734,2013-08-14
10280,9161,2012-12-11
10281,13041,2013-07-27
10282,16782,2013-10-03
10283,15468,2012-06-17
10284,10650,2012-12-18
10285,17413,2012-11-05
10286,10405,2013-03-15
10287,3629,2014-02-20
10288,4112,2013-11-29
10289,10410,2012-06-27
10290,15466,2012-02-21
10291,16476,2013-05-14
10292,8859,2013-01-07
10293,6474,2014-04-07
10294,3446,2013-02-13
10295,17628,2013-12-18
10296,668,2013-07-28
10297,15669,2013-07-26
10298,1092,2011-07-18
10299,11639,2012-07-24
10300,601,2013-12-27
10301,13097,2013-08-01
10302,9283,2014-03-08
10303,936,2013-12-03
10304,13656,2014-04-13
10305,15734,2013-07-18
10306,11853,2013-11-11
10307,8596,2013-07-15
10308,14179,2013-09-23
10309,8248,2013-11-11
10310,4006,2013-10-13
10311,11197,2013-12-21
10312,7623,2013-02-22
10313,15534,2013-09-10
10314,3535,2014-03-07
10315,15677,2014-06-25
10316,15653,2013-09-20
10317,3722,2014-02-03
10318,10528,2014-02-13
10319,17031,2014-01-10
10320,9013,2014-02-07
10321,3988,2014-05-11
10322,11325,2013-01-23
10323,11813,2014-04-29
10324,1640,2011-11-14
10325,423,2013-08-03
10326,2715,2012-08-09
10327,2509,2013-12-16
10328,18521,2013-10-16
10329,14527,2013-08-12
10330,10993,2013-10-03
10331,2209,2013-08-16
10332,15540,2013-01-23
10333,10795,2014-04-20
10334,6694,2012-07-27
10335,1423,2013-08-13
10336,10771,2014-05-16
10337,17314,2013-02-28
10338,16152,2013-06-26
10339,18312,2014-03-09
10340,10950,2014-03-02
10341,3537,2014-02-11
10342,15726,2014-06-02
10343,16271,2013-10-04
10344,16725,2014-02-20
10345,6896,2013-12-15
10346,1426,2013-10-01
10347,12567,2013-03-17
10348,2392,2011-10-30
10349,948,2013-08-28
10350,2808,2014-04-03
10351,12302,2012-08-29
10352,15083,2013-09-21
10353,5104,2013-10-01
10354,3892,2012-04-24
10355,7321,2013-10-19
10356,4320,2013-12-22
10357,5241,2014-03-16
10358,5441,2012-06-23
10359,18291,2014-05-13
10360,9544,2013-03-08
10361,6515,2013-07-14
10362,14500,2013-08-31
10363,11610,2014-02-24
10364,4797,2013-07-23
10365,16637,2013-10-20
10366,16938,2013-12-24
10367,6773,2013-07-21
10368,13358,2014-04-24
10369,381,2013-07-15
10370,17158,2013-05-12
10371,457,2013-08-04
10372,16571,2013-07-16
10373,9738,2013-12-11
10374,568,2014-02-15
10375,7588,2011-06-13
10376,9137,2013-01-20
10377,402,2013-05-22
10378,14069,2013-08-05
10379,3290,2013-12-28
10380,238,2013-09-25
10381,6207,2013-07-16
10382,9748,2013-11-07
10383,6276,2013-02-14
10384,368,2013-11-17
10385,18066,2013-04-06
10386,16984,2011-12-28
10387,18325,2014-01-02
10388,18248,2013-10-12
10389,13396,2011-10-23
10390,4392,2011-09-07
10391,19156,2014-04-15
10392,976,2014-05-03
10393,4143,2013-12-21
10394,6287,2014-01-01
10395,18774,2013-09-07
10396,15780,2012-09-29
10397,2460,2013-07-22
10398,4435,2014-04-29
10399,5849,2013-07-31
10400,16780,2013-07-11
10401,770,2014-01-10
10402,18823,2013-10-05
10403,14330,2014-05-03
10404,4498,2012-09-18
10405,9990,2013-07-29
10406,11259,2014-04-24
10407,9416,2013-11-13
10408,3896,2014-02-03
10409,3327,2014-05-24
10410,15797,2012-08-20
10411,2505,2014-01-08
10412,14508,2014-02-10
10413,4330,2013-08-01
10414,10768,2014-03-07
10415,4476,2011-07-29
10416,16956,2013-10-29
10417,1521,2013-07-20
10418,11865,2012-12-12
10419,2700,2013-09-12
10420,16986,2014-06-15
10421,9423,2013-08-27
10422,10991,2013-10-06
10423,18918,2013-07-28
10424,9356,2013-08-24
10425,7895,2013-07-11
10426,182,2013-03-24
10427,1736,2012-06-01
10428,8451,2012-08-06
10429,10093,2011-07-06
10430,7015,2012-02-25
10431,15915,2013-10-23
10432,9377,2014-05-14
10433,9706,2012-09-14
10434,3427,2013-07-07
10435,16735,2013-11-05
10436,4523,2014-03-29
10437,3888,2014-02-17
10438,13016,2014-01-06
10439,2074,2014-02-03
10440,3628,2013-12-13
10441,8175,2012-12-29
10442,16588,2014-03-08
10443,7424,2013-02-26
10444,4001,2014-06-03
10445,10346,2011-12-13
10446,7548,2014-05-29
10447,9718,2013-12-02
10448,17812,2013-09-28
10449,11305,2014-02-24
10450,3486,2013-07-09
10451,10736,2013-07-07
10452,8254,2014-06-26
10453,9882,2014-05-08
10454,8273,2013-11-16
10455,8695,2013-07-18
10456,9531,2014-01-10
10457,8729,2013-11-19
10458,6361,2013-07-15
10459,6092,2012-11-17
10460,13815,2013-07-26
10461,14469,2013-12-26
10462,4551,2014-03-30
10463,14588,2013-08-12
10464,12584,2013-09-21
10465,17235,2014-02-27
10466,16050,2012-01-26
10467,16821,2013-10-14
10468,4193,2013-10-15
10469,15895,2012-06-23
10470,9921,2013-12-29
10471,4281,2013-12-05
10472,15569,2013-09-15
10473,1457,2011-11-06
10474,13495,2013-06-09
10475,8710,2014-02-08
10476,12662,2014-05-12
10477,3204,2013-12-07
10478,2961,2013-07-03
10479,1007,2014-06-24
10480,18627,2013-09-27
10481,3223,2014-06-01
10482,14872,2014-05-17
10483,7172,2013-09-27
10484,11798,2012-05-20
10485,15724,2013-07-11
10486,2170,2014-02-17
10487,16526,2013-12-15
10488,3656,2014-03-21
10489,2692,2013-12-19
10490,18888,2014-05-05
10491,9396,2013-08-20
10492,6144,2014-05-27
10493,6196,2012-01-13
10494,11103,2014-01-23
10495,11019,2013-03-19
10496,6105,2013-07-18
10497,1620,2013-10-16
10498,5237,2013-01-16
10499,4456,2014-03-02
10500,8521,2013-02-28
10501,5232,2013-06-01
10502,18011,2013-10-27
10503,15807,2013-11-02
10504,9245,2014-05-24
10505,3442,2012-10-29
10506,6890,2014-06-16
10507,18621,2013-11-22
10508,17725,2013-10-23
10509,4203,2013-08-30
10510,13101,2014-04-03
10511,16442,2014-04-08
10512,5017,2013-11-24
10513,9375,2012-01-25
10514,18214,2014-03-12
10515,14712,2013-09-18
10516,14843,2013-08-08
10517,3580,2013-12-23
10518,11913,2014-05-17
10519,17404,2012-07-22
10520,17750,2012-08-17
10521,7434,2013-07-15
10522,16724,2013-03-03
10523,1712,2014-06-12
10524,18552,2014-05-03
10525,308,2013-12-06
10526,12179,2012-11-07
10527,6622,2013-10-10
10528,18374,2013-08-23
10529,3765,2014-03-06
10530,6157,2014-06-07
10531,16368,2011-09-08
10532,16039,2014-05-19
10533,12442,2013-04-19
10534,1600,2014-05-29
10535,6181,2013-09-16
10536,2633,2011-10-03
10537,691,2013-04-28
10538,4171,2012-01-06
10539,7521,2013-07-16
10540,8953,2013-07-07
10541,11001,2014-03-15
10542,18261,2013-08-13
10543,2724,2013-11-24
10544,18611,2013-07-03
10545,7808,2011-07-10
10546,17893,2014-02-15
10547,2281,2013-05-27
10548,18499,2011-12-08
10549,5047,2012-07-02
10550,11651,2013-09-29
10551,12620,2011-11-02
10552,15670,2013-11-01
10553,5796,2011-05-31
10554,13883,2012-02-08
10555,13620,2013-02-28
10556,17961,2012-08-27
10557,8592,2014-03-07
10558,18472,2013-08-28
10559,14055,2014-04-04
10560,8743,2014-05-20
10561,18686,2014-04-06
10562,13117,2014-04-17
10563,11488,2011-07-30
10564,13985,2013-07-28
10565,12842,2013-10-24
10566,1758,2012-05-15
10567,1791,2014-04-04
10568,4262,2014-03-12
10569,15883,2013-11-04
10570,4710,2013-07-12
10571,5600,2014-06-17
10572,4355,2013-12-09
10573,15323,2012-02-04
10574,10051,2013-08-12
10575,10247,2013-04-19
10576,2657,2013-09-18
10577,4386,2013-11-23
10578,5904,2014-05-16
10579,11346,2013-09-12
10580,233,2014-05-07
10581,1334,2014-03-27
10582,832,2013-08-19
10583,2224,2014-05-26
10584,17386,2013-10-28
10585,17084,2012-05-16
10586,12319,2014-04-22
10587,18666,2014-05-07
10588,11836,2011-11-30
10589,14370,2013-12-15
10590,4317,2013-08-18
10591,1883,2014-05-26
10592,9876,2014-01-05
10593,16153,2014-01-14
10594,4786,2013-08-11
10595,1196,2012-10-13
10596,8893,2013-07-20
10597,15760,2014-05-17
10598,12775,2014-05-05
10599,3297,2013-01-20
10600,3914,2011-11-12
10601,2798,2014-04-22
10602,8768,2014-06-18
10603,4055,2013-02-09
10604,2681,2014-04-06
10605,6007,2014-06-09
10606,2899,2013-08-31
10607,11576,2013-10-18
10608,2797,2014-02-16
10609,2205,2014-01-09
10610,4637,2013-10-20
10611,5380,2013-07-28
10612,3852,2014-04-08
10613,8548,2013-10-15
10614,9125,2012-01-22
10615,12714,2013-10-07
10616,13395,2012-08-12
10617,10119,2012-09-24
10618,16602,2014-02-06
10619,17909,2014-04-08
10620,14519,2013-07-22
10621,12440,2013-06-29
10622,5582,2013-08-27
10623,939,2014-03-07
10624,14066,2014-04-07
10625,2428,2013-08-09
10626,16265,2012-08-11
10627,3922,2013-11-29
10628,8610,2014-01-29
10629,1602,2014-02-27
10630,18650,2014-01-15
10631,15292,2011-12-10
10632,15186,2014-02-17
10633,15614,2013-11-22
10634,11670,2013-09-18
10635,14890,2014-05-19
10636,5046,2013-05-09
10637,18319,2013-12-14
10638,4346,2012-12-18
10639,17918,2014-04-20
10640,14073,2012-05-07
10641,6641,2014-02-09
10642,7662,2014-03-16
10643,9012,2014-01-10
10644,9657,2011-12-23
10645,8502,2013-11-22
10646,3763,2012-08-31
10647,4095,2011-10-20
10648,4187,2011-12-03
10649,19029,2014-05-25
10650,3334,2014-05-09
10651,15136,2013-03-07
10652,10744,2013-10-27
10653,18471,2013-07-14
10654,1177,2014-02-21
10655,13040,2013-06-26
10656,4713,2014-05-26
10657,8887,2012-04-22
10658,5310,2014-04-07
10659,14181,2014-05-09
10660,7505,2012-04-15
10661,5289,2013-10-11
10662,10957,2013-07-12
10663,767,2011-11-19
10664,15163,2013-10-27
10665,15742,2014-04-04
10666,7565,2013-03-08
10667,5548,2012-09-11
10668,7709,2013-07-18
10669,4306,2013-08-22
10670,18883,2014-01-16
10671,12368,2013-11-21
10672,16491,2013-11-20
10673,16739,2012-06-14
10674,7878,2014-02-27
10675,5981,2013-11-15
10676,15594,2012-09-09
10677,5404,2014-03-20
10678,11880,2012-07-19
10679,10750,2013-07-06
10680,17256,2014-03-08
10681,17004,2012-10-20
10682,8395,2013-09-02
10683,3438,2013-11-05
10684,1905,2013-11-15
10685,5617,2014-02-01
10686,17831,2013-01-13
10687,4501,2014-04-24
10688,15342,2013-11-24
10689,4559,2011-07-06
10690,10784,2014-02-06
10691,16499,2013-09-22
10692,16772,2013-07-30
10693,6372,2013-07-30
10694,232,2014-05-21
10695,17590,2013-09-09
10696,901,2013-05-19
10697,2244,2013-10-09
10698,1119,2014-06-03
10699,16644,2014-01-02
10700,2093,2014-02-15
10701,9721,2013-12-26
10702,5571,2014-05-10
10703,11677,2014-01-07
10704,4256,2013-04-30
10705,8476,2013-06-13
10706,16321,2014-05-18
10707,3682,2013-10-02
10708,7669,2014-01-12
10709,522,2013-07-12
10710,4213,2014-03-15
10711,7202,2014-01-12
10712,17382,2013-12-02
10713,11468,2013-02-04
10714,15863,2014-04-26
10715,12163,2014-04-21
10716,13442,2014-04-16
10717,9188,2012-11-05
10718,15688,2012-01-03
10719,16917,2014-01-08
10720,9135,2013-01-30
10721,4149,2013-01-06
10722,13000,2012-01-11
10723,14801,2014-04-21
10724,9289,2013-05-24
10725,2626,2012-05-17
10726,15104,2013-02-25
10727,19169,2013-07-25
10728,18983,2013-09-07
10729,16433,2014-05-12
10730,17426,2013-08-19
10731,5391,2013-08-02
10732,4849,2014-03-02
10733,11834,2014-01-08
10734,1607,2014-05-25
10735,5718,2013-07-26
10736,3413,2013-04-07
10737,14020,2014-03-19
10738,4020,2013-08-23
10739,6178,2014-01-07
10740,12365,2014-03-17
10741,13423,2013-08-05
10742,3691,2011-11-17
10743,3481,2014-01-15
10744,7815,2013-08-16
10745,1489,2014-01-19
10746,10672,2013-08-25
10747,6547,2012-08-25
10748,3357,2014-05-29
10749,1573,2014-03-16
10750,6383,2014-01-25
10751,17871,2014-03-04
10752,2562,2013-07-08
10753,7024,2013-11-11
10754,7674,2012-12-03
10755,17764,2013-11-12
10756,8288,2013-10-12
10757,9149,2014-01-30
10758,15610,2013-11-11
10759,5650,2012-08-28
10760,13757,2013-08-11
10761,4499,2014-01-20
10762,4226,2013-12-23
10763,9760,2014-01-20
10764,624,2014-03-06
10765,17857,2011-09-19
10766,13093,2013-12-06
10767,14779,2013-07-01
10768,6875,2012-10-11
10769,16400,2013-01-31
10770,16224,2013-12-09
10771,2560,2014-05-04
10772,6418,2013-12-12
10773,10473,2014-04-24
10774,5443,2013-11-18
10775,12595,2013-11-29
10776,4107,2013-12-22
10777,2041,2014-03-13
10778,4528,2013-11-27
10779,12280,2013-11-19
10780,13402,2013-08-24
10781,756,2013-08-04
10782,5261,2012-11-05
10783,16653,2014-05-23
10784,465,2013-08-12
10785,16468,2013-07-28
10786,18643,2014-03-15
