footnote,sln,prefix,crs,lab,sect,title,credit,days,start,end,bldg,room,instructor,limit,enrolled
,46284,MUS,591,,01,VOCAL PED,2.0,"M,W,F",11:10,,KIMB,B42,WIEST,0010,0001
,85266,MUS,596,,01,MUS TOPICS,V,,,,ARR,ARR,,0005,0001
,46292,MUS,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0005
,13557,ARCH,493,,01,SEM ENV CONT,V,,,,ARR,ARR,,0010,0000
,84699,MUS,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0007
,46300,MUS,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0001
,46318,MUS,702,,01,MAST DIR ST,V,,,,ARR,ARR,,0100,0004
,46532,NATRS,100,,01,INTRO NRM I,1.0,TU,12:10,,JSNH,C107,DEPUIT,0175,0061
Q,46540,NATRS,204,,01,MEAS&COMPTRS,2.0,TH,12:10,,JSNH,C107,CHAPMAN,0028,0018
Q,46557,NATRS,204,,02,MEAS&COMPTRS,2.0,TH,12:10,,JSNH,C107,,0028,0024
Q,46607,NATRS,280,,01,INT WLF MGT,4.0,"M,W,F",8:10,,JSNH,C105,SHIPLEY,0030,0018
Q,46615,NATRS,280,,02,INT WLF MGT,4.0,"M,W,F",8:10,,JSNH,C105,,0030,0020
Q,46631,NATRS,300,,01,ECOLOGY,3.0,"M,W,F",13:10,,JSNH,C105,BASSMAN,0025,0023
Q,46649,NATRS,300,,02,ECOLOGY,3.0,"M,W,F",13:10,,JSNH,C105,,0025,0016
,13581,ARCH,494,,01,PLANNING SEM,V,TU,15:10,17,CARP,312,BARTUSKA,0020,0000
Q,46680,NATRS,301,,01,PLANT RES I,3.0,"TU,TH",13:10,,JSNH,C107,ZAMORA,0030,0018
Q,46698,NATRS,301,,02,PLANT RES I,3.0,"TU,TH",13:10,,JSNH,C107,,0030,0026
,46714,NATRS,305,,01,SILVICULTURE,3.0,"M,W,F",9:10,,JSNH,22,BASSMAN,0030,0010
,46722,NATRS,311,,01,NAT RES ECON,3.0,"M,W,F",11:10,,TODD,311,WANDSCHNIEDER,0083,0035
,77917,NATRS,312,,01,NAT RES&SOC,2.0,"M,W,F",10:10,,THOM,201,CARROLL,0045,0016
Q,46730,NATRS,320,,01,TIMBER HARV,3.0,"M,W",15:30,17,CNR,108,LEE,0020,0011
I,46748,NATRS,321,,01,WOOD STR PR,3.0,"TU,TH",9:00,10:15,CNR,25,WAGNER,0020,0003
Q,46755,NATRS,351,,01,PRIN RG MGT,3.0,"TU,TH",7:45,9,JSNH,22,SCARNECCHIA,0075,0028
,46763,NATRS,353,,01,RG PLANT LAB,1.0,,,,ARR,ARR,,0010,0000
Q,46771,NATRS,357,,01,RNG/RPRN HBT,3.0,"M,W,F",12:30,,CNR,14,LAUNEHBAUGH,0030,0007
,11072,ACCTG,537,,01,TX RES&ES PL,3.0,"W,F",7:45,9,TODD,121,SANDERS,0020,0005
,13607,ARCH,495,,01,CONSTR SEM,V,,,,ARR,ARR,,0010,0001
Q,46789,NATRS,372,,01,WLD REC LAB,1.0,,,,ARR,ARR,,0030,0000
Q,46797,NATRS,373,,01,ENV INT METH,3.0,"M,W,F",11:30,,CNR,10,HAM,0015,0003
I,46805,NATRS,385,,01,RES REC&TOUR,3.0,"TU,TH",8:30,9:45,CNR,209,HARRIS,0025,0005
,46821,NATRS,416,,01,PRN FISH MGT,4.0,"M,W",9:30,,CNR,108,SCARNECCHIA,0010,0004
,46839,NATRS,417,,01,SP TOP,V,,,,ARR,ARR,,0012,0000
,46847,NATRS,417,,02,SP TOP,V,,,,ARR,ARR,,0020,0000
,46854,NATRS,418,,01,GROWTH YIELD,2.0,"W,F",10:10,,JSNH,22,CHAPMAN,0030,0009
,46862,NATRS,419,,01,TOPICS NAT R,V,,,,ARR,ARR,,0020,0000
,46870,NATRS,419,,02,TOPICS NAT R,V,,,,ARR,ARR,,0020,0000
,46888,NATRS,419,,03,TOPICS NAT R,V,,,,ARR,ARR,,0020,0001
,13623,ARCH,496,,01,COM APPL SEM,02.0,,,,ARR,ARR,,0010,0001
,82388,NATRS,428,,01,RES ENV CONF,4.0,"TU,TH",10:35,11:50,AVER,8,FISKE,0005,0001
,82420,NATRS,428,L,01,RES ENV CONF,,TU,16:15,19,WILS,6,,0005,0000
,46896,NATRS,430,,01,WILDLANDFIRE,3.0,"TU,TH",10:35,11:50,JSNH,158,ZAMORA,0040,0016
Q,46912,NATRS,435,,01,WLDLF ECOL,4.0,"M,W,F",10:10,,TODD,420,WIELGUS,0050,0028
Q,46920,NATRS,437,,01,FIRE MGT LAB,1.0,W,14:10,17,JSNH,158,,0010,0006
,46938,NATRS,450,,01,[M] CONSERV BIOL,3.0,"TU,TH",10:35,11:50,JSNH,C105,SAYLER,0075,0022
,46946,NATRS,459,,01,RANGELND ECO,3.0,"M,W,F",9:30,,ARR,ARR,,0010,0000
Q,46953,NATRS,461,,01,[M] MGT FWTR ECO,3.0,TU,9:10,11,JSNH,22,,0025,0009
,46961,NATRS,479,,01,INTERNSHIP,V,,,,ARR,ARR,,0010,0000
,46979,NATRS,487,,01,[M] W REC THESIS,V,,,,ARR,ARR,,0050,0000
A,13631,ARCH,497,,01,PRACTICE SEM,02.0,,,,ARR,ARR,,0010,0000
,46987,NATRS,488,,01,[M] NATRS THESIS,V,,,,ARR,ARR,,0050,0001
,46995,NATRS,490,,01,WL B INTERN,V,,,,ARR,ARR,,0010,0000
,47001,NATRS,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0001
,47019,NATRS,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0001
I,47035,NATRS,504,,01,AGROFOR SYST,2.0,"TU,TH",14:45,17,ARR,ARR,,0010,0000
,47043,NATRS,518,,01,GROWTH YIELD,2.0,"W,F",10:10,,JSNH,22,,0010,0000
,47050,NATRS,519,,01,ADV TOPICS,V,,,,ARR,ARR,,0020,0003
,47068,NATRS,519,,02,ADV TOPICS,V,,,,ARR,ARR,,0020,0002
,47076,NATRS,524,,01,PLT AUTECOGY,3.0,"M,W,F",10:30,,CNR,203,,0010,0000
,47084,NATRS,526,,01,POPUL ANALYS,1.0,"TU,TH",14:30,16,FSHN,164,,0012,0000
,13656,ARCH,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0002
,82396,NATRS,528,,01,RES ENV CONF,4.0,"TU,TH",10:35,11:50,AVER,8,FISKE,0005,0003
,82438,NATRS,528,L,01,RES ENV CONF,,TU,16:15,19,WILS,6,,0005,0002
,47092,NATRS,529,,01,PRIN POP DYN,1.0,"TU,TH",14:30,16,FSHN,164,,0012,0000
Q,47100,NATRS,535,,01,WLDLF ECOL,4.0,"M,W,F",10:10,,TODD,420,WIELGUS,0010,0004
Q,47118,NATRS,537,,01,FIRE MGT LAB,1.0,W,14:10,17,JSNH,158,,0010,0000
,47134,NATRS,550,,01,CONSERV BIOL,3.0,"TU,TH",10:35,11:50,JSNH,C105,SAYLER,0020,0003
,47159,NATRS,559,,01,ADV TOP RG M,V,,,,ARR,ARR,,0010,0000
,47167,NATRS,588,,01,ADV TOPICS,V,,,,ARR,ARR,,0010,0003
,47175,NATRS,593,,01,SP TOP SEMNR,1.0,,,,ARR,ARR,,0010,0001
,47183,NATRS,595,,01,SEMINAR,1.0,TH,15:10,,HULB,27,,0025,0011
,13680,ARCH,520,,01,DIR TOP ARCH,V,,,,ARR,ARR,,0005,0001
,47191,NATRS,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0003
,47209,NATRS,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,47217,NATRS,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0010
,47225,NATRS,702,,01,MAST DIR ST,V,,,,ARR,ARR,,0100,0001
,47233,NATRS,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0009
,46326,N S,100,,01,DRILL/LAB,0.0,"TU,TH",7:10,,FLDH,ARR,MANIS,0100,0014
,46334,N S,101,,01,INTRO N S,2.0,"M,W",8:10,,VAND,4,FARRENS,0040,0006
,46342,N S,101,,02,INTRO N S,2.0,"M,W",9:30,,NAVY,107,FARRENS,0040,0002
,46359,N S,201,,01,SHIP SYST II,3.0,"M,W,F",7:30,,NAVY,105,JASZKOWSKI,0040,0001
,46375,N S,299,,01,DIR STUDY,V,,,,ARR,ARR,MANIS,0100,0000
,13706,ARCH,520,,03,DIR TOP ARCH,03.0,TU,7:30,10:00,MURW,55,,0010,0000
,46383,N S,299,,02,DIR STUDY,V,,,,ARR,ARR,MANIS,0100,0000
,46391,N S,299,,03,DIR STUDY,V,"TU,TH",16:30,,MGYM,ARR,MANIS,0015,0000
,46409,N S,299,,04,DIR STUDY,V,"TU,TH",16:30,,MGYM,ARR,MANIS,0015,0000
,46417,N S,299,,05,DIR STUDY,V,,,,ARR,ARR,MANIS,0020,0000
,46425,N S,299,,06,DIR STUDY,V,,,,ARR,ARR,KOWAL,0020,0000
,46433,N S,299,,07,DIR STUDY,V,,,,ARR,ARR,FARRENS,0020,0001
,46458,N S,301,,01,NAVIGATION,3.0,"TU,TH",7:30,8:45,NAVY,106,KOWAL,0030,0002
,46466,N S,401,,01,NAV ORG MGMT,2.0,"TU,TH",13:30,,NAVY,107,SOWA,0025,0000
,46474,N S,401,,02,NAV ORG MGMT,2.0,"TU,TH",8:10,,VAND,104,SOWA,0025,0003
,46482,N S,419,,01,TEAM BLDING,2.0,,,,ARR,ARR,MANIS,0100,0000
,13714,ARCH,540,,01,HIST&TH ARCH,3.0,,,,ARR,ARR,WANG,0010,0002
,46490,N S,420,,01,BSC LDRSHIP,1.0,,,,ARR,ARR,MANIS,0100,0000
,46508,N S,421,,01,INT LDRSHIP,2.0,,,,ARR,ARR,MANIS,0100,0000
,46516,N S,422,,01,ADV LDRSHIP,3.0,,,,ARR,ARR,MANIS,0100,0000
,46524,N S,499,,01,DIR STUDY,V,,,,ARR,ARR,,0100,0001
,47241,NEURO,138,,01,FR SPEC TOP,1.0,M,10:10,12,WEGN,201,,0020,0004
,85084,NEURO,138,,02,FR SPEC TOP,1.0,,,,WEGN,201,,0015,0000
,47266,NEURO,301,,01,EXPLOR BRAIN,3.0,"M,W,F",13:10,,TODD,411,RITTER,0050,0036
,47290,NEURO,430,,01,[M] PRIN NEUROPH,3.0,"TU,TH",10:35,11:50,TODD,304,POE,0020,0006
I,72843,NEURO,461,,01,NEUROBIOLOGY,3.0,,,,ARR,ARR,STENKAMP,0025,0000
,47308,NEURO,495,,01,DIR RESEARCH,V,,,,ARR,ARR,,0100,0002
,13730,ARCH,570,,01,ADV ARCH LAB,6.0,,,,ARR,ARR,MIRKOVICH,0010,0002
,47316,NEURO,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0001
,85191,NEURO,501,,01,PERSPECT P/T,1.0,TU,9:10,,WEGN,G55,,0020,0001
,47340,NEURO,520,,01,FUNC NEUROSC,4.0,,,,ARR,ARR,SIMASKO,0020,0000
,47357,NEURO,526,,01,DM&EX AN BEH,2.0,,,,ARR,ARR,ULIBARRI,0012,0000
,47381,NEURO,531,,01,NEUROSC LAB,1.0,,,,ARR,ARR,SLINKER,0025,0002
,47399,NEURO,539,,01,RESEARCH TOP,V,W,12:10,,WEGN,G-1,,0100,0000
,47423,NEURO,545,,01,EXPER DESIGN,1.0,,,,ARR,ARR,RITTER,0100,0001
,47431,NEURO,574,,01,PHYSIO PSYCH,3.0,"TU,TH",9:10,10:25,JSNT,227,J. WRIGHT,0020,0001
,47456,NEURO,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0001
,47464,NEURO,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0000
,13748,ARCH,580,,01,ARCH INTERN,V,,,,ARR,ARR,,0010,0000
,47472,NEURO,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0015
Q,,NURS,595,,02,INTERNSHIP,V,,,,ARR,ARR,,0100,0000
,,NURS,598,,02,AD TOP NURS,V,,,,ARR,ARR,,0025,0000
,78030,NUR-Y,566,,01,COM ANALY,V,,,,ARR,ARR,,0100,0003
,49908,NUTR,500,,01,SEM NUTR,1.0,M,16:10,,CLAR,151,CLARK,0020,0000
,83436,NUTR,507,,01,NUTR METAB,2.0,,,,ARR,ARR,MCNAMARA,0010,0000
,49924,NUTR,508,,01,SEMINAR,2.0,"M,W",13:10,,CLAR,149,B. SWANSON,0020,0000
,49965,NUTR,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,49973,NUTR,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0003
,53496,PHARS,332,,01,PHAR CALC,1.0,W,15,17,LJSM,259,CHAMBERS,0080,0077
,13755,ARCH,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,53504,PHARS,437,,01,PHAR LAB I,1.0,M,10:10,,WEGN,G-1,CHAMBERS,0020,0020
,53512,PHARS,437,,02,PHAR LAB I,1.0,M,10:10,,WEGN,G-1,,0020,0020
,53520,PHARS,437,,03,PHAR LAB I,1.0,M,10:10,,WEGN,G-1,,0020,0020
,53538,PHARS,437,,04,PHAR LAB I,1.0,M,10:10,,WEGN,G-1,,0020,0017
,53546,PHARS,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0002
,53553,PHARS,531,,01,[$] PHARMACEU I,3.0,"M,W,F",13:10,,WEGN,G-50,CHAMBERS,0080,0079
,53561,PHARS,533,,01,[@] PHARMACE III,3.0,"TU,TH",13:25,14:40,WEGN,G-1,ELSTAD,0080,0074
,53579,PHARS,534,,01,[@] BIOTECH,2.0,W,15:10,17,WEGN,G-50,T. SCHMITTGEN,0080,0067
,53587,PHARS,540,,01,[@] PBT I,2.0,"M,W",14:10,,WEGN,G-50,MEADOWS,0085,0079
,53595,PHARS,542,,01,[@] PBT III,6.0,"TU,W,TH",8:10,10,WEGN,G-1,QUOCK,0075,0078
,11098,ACCTG,550,,01,FIN&MGR ACCT,3.0,"M,W",15:45,17,TODD,201,FRAKES,0030,0022
Q,13763,ARCH,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0001
,50112,P/T,501,,01,PERSPECT P/T,1.0,TU,9:10,,WEGN,G-55,SPETH,0010,0006
,50211,P/T,572,,01,FND ONCOLOGY,3.0,"M,W",16:10,17:25,WEGN,G-1,MEADOWS,0020,0004
,50229,P/T,597,,01,PHAR TOX SEM,1.0,F,15:10,,WEGN,G-1,,0050,0009
,50237,P/T,599,,01,EVAL P/T RES,1.0,TH,9:10,,WEGN,G55,,0050,0006
,50245,P/T,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0006
,50252,P/T,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0000
,50260,P/T,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0003
,53231,PHARP,217,,01,DRUGS IN SOC,2.0,"TU,TH",11:10,,WEGN,G-50,BLANCHARD,0130,0084
,53249,PHARP,450,,01,PR HLTH ADVO,3.0,"TU,TH",7:45,9,HLD,G3,THOMPSON,0150,0076
,53256,PHARP,451,,01,PHAR PRAC,1.0,M,15:10,,WEGN,G-50,BLANCHARD,0080,0076
,66852,ASIA,272,,01,[I] MIDDLE EAST,3.0,"TU,TH",12:00,13:15,WILS,6,TOLMACHEVA,0010,0003
,53272,PHARP,457,,01,PR HLT LABII,1.0,TU,11:10,,WEGN,G-1,CLIFTON,0080,0069
,53280,PHARP,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,53306,PHARP,541,,01,[@] PHYS ASSMENT,2.0,M,9:10,,WEGN,G-1,O'KEEFE,0018,0018
,53314,PHARP,541,,02,[@] PHYS ASSMENT,2.0,M,9:10,,WEGN,G-1,,0018,0017
,53322,PHARP,541,,03,[@] PHYS ASSMENT,2.0,M,9:10,,WEGN,G-1,,0018,0013
,53330,PHARP,541,,04,[@] PHYS ASSMENT,2.0,M,9:10,,WEGN,G-1,,0018,0018
,53355,PHARP,553,,01,[@] AD THERP I,5.0,TH,13:10,16,WEGN,G-50,GARRISON,0080,0065
A,53363,PHARP,557,,01,[@] CLN PHARMACO,V,F,10:10,12,WEGN,G-1,GARRISON,0080,0066
,53371,PHARP,558,,01,[@] DRUG INFO,02.0,TU,13:10,15,WEGN,G-50,BAKER,0080,0066
,53405,PHARP,573,,01,[@] PCL II,1.0,TU,10:10,,WEGN,G-1,J. SCHMITTGEN,0020,0018
,13797,ASIA,275,,01,[K] INTRO E ASIA,3.0,"M,W,F",10:10,,TODD,234,CHAN,0010,0009
,53413,PHARP,573,,02,[@] PCL II,1.0,TU,10:10,,WEGN,G-1,,0018,0017
,53421,PHARP,573,,03,[@] PCL II,1.0,TU,10:10,,WEGN,G-1,,0018,0020
,53439,PHARP,573,,04,[@] PCL II,1.0,TU,10:10,,WEGN,G-1,,0019,0019
,53447,PHARP,575,,01,[@] PCL IV,2.0,M,14:10,,WEGN,G-1,BLANCHARD,0018,0014
,53454,PHARP,575,,02,[@] PCL IV,2.0,M,14:10,,WEGN,G-1,,0018,0018
,53462,PHARP,575,,03,[@] PCL IV,2.0,M,14:10,,WEGN,G-1,,0018,0016
,53470,PHARP,575,,04,[@] PCL IV,2.0,M,14:10,,WEGN,G-1,,0018,0018
,53488,PHARP,581,,01,[$] PHAR MGMT,3.0,W,13:10,16,WEGN,G-1,CAMPBELL,0080,0074
,53603,PHIL,101,,01,[H] INTRODUCTION,3.0,"M,W,F",9:10,,BRYN,324,NEVILLE,0055,0045
,53611,PHIL,101,,02,[H] INTRODUCTION,3.0,"M,W,F",11:10,,BRYN,404,,0050,0048
,72645,ASIA,302,,01,[G] ART ASIA,3.0,"TU,TH",9:10,10:25,FNA,5072,IVORY,0010,0007
,53629,PHIL,101,,03,[H] INTRODUCTION,3.0,"TU,TH",9:10,10:25,BRYN,404,GARRISON,0035,0032
,53637,PHIL,101,,04,[H] INTRODUCTION,3.0,"M,W,F",13:10,,TODD,434,,0050,0049
,53645,PHIL,101,,05,[H] INTRODUCTION,3.0,"TU,TH",13:25,14:40,BRYN,404,GARRISON,0035,0029
,53652,PHIL,198,,01,[H] PHIL HONORS,3.0,"M,W,F",10:10,,COLL,235,SHIER,0030,0027
,53660,PHIL,198,,02,[H] PHIL HONORS,3.0,"M,W,F",13:10,,COLL,235,,0030,0026
,53678,PHIL,201,,01,[H] LOGIC,3.0,"M,W,F",9:10,,BRYN,406,CAMPBELL,0030,0029
,53686,PHIL,201,,02,[H] LOGIC,3.0,"TU,TH",10:35,11:50,BRYN,324,SILVERSTEIN,0050,0030
,53694,PHIL,201,,03,[H] LOGIC,3.0,"TU,TH",13:25,14:40,BRYN,324,SILVERSTEIN,0050,0026
,53702,PHIL,207,,01,[H] PHIL OF REL,3.0,"TU,TH",10:35,11:50,BRYN,406,MYERS,0030,0027
,53728,PHIL,260,,01,[H] INTRO ETHICS,3.0,"M,W,F",10:10,,BRYN,406,GARRISON,0035,0023
,13805,ASIA,315,,01,[G] CHINA JAPAN,3.0,"TU,TH",9:10,10:25,BRYN,406,MYERS,0030,0005
,65326,PHIL,260,,02,[H] INTRO ETHICS,3.0,"M,W,F",13:10,,BRYN,404,GARRISON,0035,0017
,73874,PHIL,260,,03,[H] INTRO ETHICS,3.0,"TU,TH",12:00,13:15,BRYN,324,HOLBROOK,0040,0032
I,73908,PHIL,290,,01,[H] ANC & MEDIEV,3.0,"TU,TH",15:30,16:45,MORR,402,GEORGE,0020,0001
,65334,PHIL,305,,01,[H] MODERN PHIL,3.0,"M,W,F",13:10,,BRYN,324,CAMPBELL,0045,0030
,53744,PHIL,315,,01,[G] CHINA JAPAN,3.0,"TU,TH",9:10,10:25,BRYN,406,MYERS,0057,0025
,65342,PHIL,340,,01,[M] SEM METAPHYS,3.0,"M,W,F",11:10,,BRYN,324,CAMPBELL,0045,0021
I,73916,PHIL,350,,01,[H] PHIL OF SCI,3.0,"M,W,F",15:30,,MORR,302,PETERSON,0020,0000
,53769,PHIL,360,,01,BUS ETHICS,3.0,"TU,TH",14:50,16:05,BRYN,324,SILVERSTEIN,0040,0010
,53777,PHIL,365,,01,[H] BIO ETHICS,3.0,"TU,TH",9:10,10:25,BRYN,324,HOLBROOK,0035,0036
,53785,PHIL,370,,01,[H] ENVIR ETHICS,3.0,"TU,TH",14:50,16:05,BRYN,404,HOLBROOK,0050,0020
T,13813,ASIA,373,,01,[G] CHINESE CIV,3.0,"TU,TH",13:25,14:40,FSHN,T101,KENNEDY,0010,0010
,65359,PHIL,375,,01,[M] WOMEN ETHICS,3.0,"TU,TH",10:35,11:50,BRYN,404,BLOODSWORTH,0010,0008
,65367,PHIL,390,,01,NIETZSCHE,3.0,"TU,TH",9:10,10:25,BRYN,402,NEVILLE,0035,0014
I,73924,PHIL,410,,01,PHIL LANG,3.0,"M,W",14:30,15:45,MORR,402,O'ROURKE,0020,0001
T,72876,PHIL,435,,01,[T] E/W PHL ARCH,3.0,M,19:15,22,MURW,55,WANG,0035,0025
,53827,PHIL,450,,01,[M] PHIL OF MIND,3.0,"TU,TH",13:25,14:40,TODD,304,SHIER,0025,0015
,53843,PHIL,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0006
,53850,PHIL,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,53868,PHIL,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0001
,53876,PHIL,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,50278,PEACT,101,,01,BEG COND,1.0,,,,ARR,ARR,,0030,0004
,66886,ASIA,387,,01,WWII/PACIFIC,3.0,"TU,TH",12:00,13:15,WILS,13,SUN,0020,0006
,50344,PEACT,102,,01,BEG CND-ROTC,1.0,"M,W",7:10,,FLDH,ARR,,0040,0008
,50385,PEACT,106,,01,SELF DEFENSE,1.0,"M,W",12:10,,PEB,145,,0024,0019
,50393,PEACT,106,,02,SELF DEFENSE,1.0,"TU,TH",12:10,,PEB,145,,0024,0022
,50435,PEACT,107,,01,BEG JUDO,1.0,"TU,TH",9:10,,PEB,145,,0025,0016
,50443,PEACT,107,,02,BEG JUDO,1.0,"M,W",9:10,,PEB,145,,0025,0016
,50492,PEACT,108,,01,BEG KARATE,1.0,"M,W",14:10,,PEB,145,,0025,0017
,50500,PEACT,108,,02,BEG KARATE,1.0,"TU,TH",14:10,,PEB,145,,0025,0018
,50518,PEACT,108,,03,BEG KARATE,1.0,"TU,TH",10:10,,PEB,145,,0025,0016
,50526,PEACT,108,,04,BEG KARATE,1.0,"M,W",13:10,,PEB,145,,0025,0024
,50534,PEACT,108,,05,BEG KARATE,1.0,"TU,TH",13:10,,PEB,145,,0025,0010
,66894,ASIA,470,,01,[T] GANDH/IND/US,3.0,"TU,TH",12:00,13:15,TODD,303,BLACKWELL,0008,0002
,50542,PEACT,112,,01,WT TRAINING,1.0,"M,W",9:10,,PEB,WL,,0032,0022
,50559,PEACT,112,,02,WT TRAINING,1.0,"M,W",10:10,,PEB,WL,,0032,0027
,50567,PEACT,112,,03,WT TRAINING,1.0,"M,W",11:10,,PEB,WL,,0032,0029
,50575,PEACT,112,,04,WT TRAINING,1.0,"M,W",13:10,,PEB,WL,,0032,0029
,50583,PEACT,112,,05,WT TRAINING,1.0,"M,W",14:10,,PEB,WL,,0032,0027
,50591,PEACT,112,,06,WT TRAINING,1.0,"M,W",15:10,,PEB,WL,,0032,0019
,50609,PEACT,112,,07,WT TRAINING,1.0,"M,W",16:10,,PEB,WL,,0032,0029
,50617,PEACT,112,,08,WT TRAINING,1.0,"TU,TH",9:10,,PEB,WL,,0032,0016
,50625,PEACT,112,,09,WT TRAINING,1.0,"TU,TH",10:10,,PEB,WL,,0032,0025
,50633,PEACT,112,,10,WT TRAINING,1.0,"TU,TH",11:10,,PEB,WL,,0032,0022
,13839,ASIA,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0002
,50641,PEACT,112,,11,WT TRAINING,1.0,"TU,TH",13:10,,PEB,WL,,0032,0026
,50658,PEACT,112,,12,WT TRAINING,1.0,"TU,TH",14:10,,PEB,WL,,0032,0022
,50666,PEACT,112,,13,WT TRAINING,1.0,"TU,TH",15:10,,PEB,WL,,0032,0028
,50674,PEACT,112,,14,WT TRAINING,1.0,"TU,TH",16:10,,PEB,WL,,0032,0022
,50682,PEACT,112,,15,WT TRAINING,1.0,,,,ARR,ARR,,0050,0033
,50716,PEACT,114,,01,BEG TUMBL,1.0,"M,W",10:10,,PEB,145,,0032,0017
,50724,PEACT,114,,02,BEG TUMBL,1.0,"M,W",11:10,,PEB,145,,0032,0023
,50732,PEACT,116,,01,GYMNASTICS,1.0,"TU,TH",11:10,,SGYM,21,,0025,0023
,50740,PEACT,116,,02,GYMNASTICS,1.0,,,,ARR,ARR,,0025,0008
,50765,PEACT,119,,01,AEROBIC DAN,1.0,"M,W",11:10,,SGYM,117,,0065,0034
,13847,ASIA,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0003
,50773,PEACT,119,,02,AEROBIC DAN,1.0,"M,W",14:10,,SGYM,117,,0065,0046
,50781,PEACT,119,,03,AEROBIC DAN,1.0,"M,W",15:10,,SGYM,117,,0065,0040
,50799,PEACT,119,,04,AEROBIC DAN,1.0,"M,W",16:10,,SGYM,117,,0065,0037
,50807,PEACT,119,,05,AEROBIC DAN,1.0,"TU,TH",11:10,,SGYM,115,,0065,0023
,50815,PEACT,119,,06,AEROBIC DAN,1.0,"TU,TH",15:10,,SGYM,117,,0065,0051
,50823,PEACT,119,,07,AEROBIC DAN,1.0,"TU,TH",16:10,,SGYM,117,,0065,0028
,50831,PEACT,119,,08,AEROBIC DAN,1.0,"TU,TH",13:10,,SGYM,117,,0065,0009
,50849,PEACT,119,,09,AEROBIC DAN,1.0,"M,W",13:10,,SGYM,117,,0065,0029
,50948,PEACT,120,,01,AM SOC DAN,1.0,"M,W",16:10,,SGYM,115,,0035,0032
,50963,PEACT,120,,03,AM SOC DAN,1.0,"TU,TH",15:10,,SGYM,115,,0035,0017
,11106,ACCTG,596,,01,ACC RES METH,3.0,,,,ARR,ARR,GILL,0004,0003
,13854,ASTR,135,,01,[P] DESC ASTRON,3.0,"M,W,F",10:10,,JSNH,C107,,0210,0192
,50971,PEACT,120,,04,AM SOC DAN,1.0,"TU,TH",16:10,,SGYM,115,,0035,0021
,51060,PEACT,121,,01,AM SOC DAN,1.0,"M,W",16:10,,SGYM,115,,0035,0017
,51086,PEACT,121,,03,AM SOC DAN,1.0,"TU,TH",15:10,,SGYM,115,,0035,0021
,51094,PEACT,121,,04,AM SOC DAN,1.0,"TU,TH",16:10,,SGYM,115,,0035,0019
,51185,PEACT,122,,01,BALLET,1.0,"TU,TH",11:10,,FLDH,ARR,,0024,0012
,51235,PEACT,124,,01,TAP DANCING,1.0,"TU,TH",13:10,,SGYM,115,,0020,0006
,51250,PEACT,126,,01,BEG MOD DAN,1.0,"M,W",11:10,,SGYM,215,,0025,0018
,51300,PEACT,127,,01,BEG JAZZ DAN,1.0,"TU,TH",13:10,,FLDH,ARR,,0025,0017
Q,51359,PEACT,128,,01,BEG SWIM,1.0,"TU,TH",13:10,,SGYM,POOL,,0024,0018
Q,51425,PEACT,131,,01,SCUBA DIVING,2.0,W,12:10,,PEB,136,,0100,0039
,13896,ASTR,390,,01,[P] NIGHT SKY,1.0,TU,19:15,,NEIL,5W,,0030,0023
Q,51441,PEACT,131,,02,SCUBA DIVING,2.0,TU,19:10,,PEB,136,,0100,0026
,51458,PEACT,131,L,02,SCUBA DIVING,,TU,13:10,15,PEB,POOL,,0020,0008
,51466,PEACT,131,L,03,SCUBA DIVING,,TH,13:10,15,PEB,POOL,,0020,0015
,51474,PEACT,131,L,04,SCUBA DIVING,,W,8:10,10,PEB,POOL,,0020,0013
