listing_id,listing_detail,price,bedrooms,total_baths,full_baths,square_feet,acres,year_built,status,MLS
1668664,"urbanWalk - designed w/a commitment to community building & sustainability. Serious, modern yet
        a touch raw. True open floor plan connects to the private yd. Workhorse kitchen w/Viking range, Liebehr,
        Paperstone & custom cabinetry & built-ins throughout. Heated concrete floors, tansu stairs, lightwell,
        spacious bed suite + off-street pkng. Over 20K of custom upgrades. Steps to street car, shops & great eats.
        Designed by b9 recipients of the AIA young architect award & 2-time future shack winner.
    ","$738,000",2,,2,"1,280",0.02,,Pending,1668664
1667195,"Large, spacious (2830 Square foot) rambler in great location just above Endolyne Joe's and the
        Fauntleroy Ferry. Big spaces throughout this one level home. Solid home will need renovations but has great
        potential. 4 beds, 3 baths, large living room, kitchen and dining areas. Oversized detached garage. Adjacent
        9840 square foot lot for sale as well. Have your own private retreat right inside of West Seattle.
    ","$675,000",4,,1,"2,830",0.23,,Pending,1667195
1670888,"Adorable yet sophisticated remodeled Bungalow! Roof, windows, electrical, lighting, water heater,
        doors and trim all new in 2014! The kitchen with eating bar offers Shaker cabinets, stainless steel Jenn Aire
        appliances and quartz countertops. The open-concept home has dark hardwood laminate floors, updated bath with
        subway tile shower surround. A detached one-car garage, level fenced backyard with deck and a great location
        close to everything complete this amazing home!
    ","$464,950",2,,1,798,0.14,,Pending,1670888
1670617,"Stunning Craftsman beautifully refined while keeping its 1920s charm incl complete kitchen remodel
        presenting classic custom cabinetry, gorgeous Milgard fir windows & refinished hardwoods. Main living space
        w/ old-world fireplace, lead-glass windows, cove ceilings & impressive wood molding. Plenty of room in
        renovated lower floor w/ cozy rec room, clever built-ins & mudroom. Large lot w/ deck & patio
        overlooking lush NW trees for privacy. Quiet, dead-end street & only 0.6 miles to light rail!
    ","$799,950",5,,2,"2,420",0.15,,Pending,1670617
1669022,"Rare garden level 2 bdrm / 2.5 bath condo in one of Seattle's most sought after communities –
        The Harvard Estate. Elegant, open floor plan living. The kitchen of your dreams. Relaxed outdoor entertaining on
        the 300sq.ft. private garden patio. 2 over-sized parking spaces just steps to elevator. Generous 200sq.ft.
        private storage/wine room. Steel and concrete construction, attention to detail, and the highest level of finish
        materials & appliances make this home beyond compare. Come be amazed!
    ","$1,188,000",2,,1,"1,188",0.60,,Pending,1669022
1669499,"This cottage is tucked above one of the most desirable streets in Montlake. Original details include
        fir floors in LR & BR. Dual doors to the patio frame the brick FP. Kitchen w/ 100 yo icebox. Full bath.
        Garage! Rented for the last 29 years you could move in w/ a fresh coat of paint, finish the basement for another
        450 SF or consider going up w/ a roof top deck & possible views. Bring your imagination & toolbelt. Walk
        to LINK, Fuel Coffee, Cafe Lago & the ML Playground! Home sold ""as is"".
    ","$495,000",1,,1,450,0.03,,Active,1669499
1666484,"Corner lot Phinney Ridge Craftsman just blocks from Green Lake! Main level has formal LR w/gas FP
        & French doors to covered deck, kitchen open to great room lit by SE windows, slider to private patio,
        hardwoods thru-out. Go up to stunning master suite w/6-piece BA & 2nd BR w/ensuite 3/4 BA. Lower level had 2
        BRs (easy to convert back), now offers apt w/private entry, wet bar & full BA, perfect for guests or Airbnb!
        Finished garage now home gym or play room (easy to convert back). Brand new roof!
    ","$1,244,000",3,,2,"2,873",0.07,,Active,1666484
1669356,"Charming, upgraded, Cape Cod home on a generous size lot in Wedgwood. The main floor includes two
        beds, one bath and an open, remodeled kitchen, and fireplace. On the lower level, the third bedroom, bathroom,
        and space for a home office or media room. Spacious detached garage is currently being used as a home gym and
        could possibly be converted to a detached ADU. The flat lot with southern exposure features loads of gardening
        space, flag-stone patio, deck and two driveways. Move right in!
    ","$650,000",3,,1,"1,250",0.13,,Pending,1669356
1669662,"Looks, location, and a great value! Completely remodeled end unit with all the right touches. This
        bright unit has gorgeous wood floors, a stunning open kitchen, dining area, & a spacious living room
        w/wood-burning fireplace & balcony. Master bedroom has an attractive 3/4 bath, the second bedroom is a good
        size, & the inviting guest bath has aW/D. Exercise room, rooftop deck & game room, walking distance to
        cafes, shops, markets, & easy transportation. Rent cap not met, this unit has it all!
    ","$365,000",2,,1,983,0.32,,Active,1669662
1669857,"This 2,010 sq ft Highland Park home is just waiting for you to add your finishing touches. Just
        minutes from West Seattle, Westcrest Park, and all amenities, this home boasts a semi-open concept living area,
        large main bedroom with en suite bathroom and covered patio with ample room for entertaining. The finished
        basement offers endless possibilities. The fully fenced yard offers gardening space and a large detached garage
        which can be easily converted to a workshop or home office. Welcome home!
    ","$635,000",2,,1,"2,010",0.10,,Active,1669857
1669475,"This stylish turn-key remodel makes this home your favorite place to be. It welcomes you in with its
        charmingly cozy gas fireplace, living room area filled with natural light, brand new finishes including stunning
        kitchen with marbled quartz counters & tiled backsplash, sleek bathroom with timeless details and much more.
        With its fully fenced private patio, it is large enough for any sized entertainment and peaceful relaxation.
        MUST SEE!!
    ","$579,000",3,,1,"1,060",0.17,,Active,1669475
1670796,"Renovated Phinney Ridge craftsman! Original charm w modern luxury conveniences on every level. Enter
        from the covered porch; vaulted ceilings, new gas fireplace insert, engineered flooring, lighting, windows,
        designer kitchen, marble bathrooms& systems throughout. SmartHome tech provides lighting, cameras &
        heating/cooling control from voice/device. 2 master suites, offices& flex space. Large flat grassy yard w
        concrete pavers, shed &gate to expanded driveway. Dining, coffee & transit close by!
    ","$1,298,000",5,,2,"2,080",0.11,,Pending,1670796
1671047,"Updated Mt. Baker Craftsman with 5 bedrooms & 3 bathrooms including a master upstairs. Main
        floor features an open floor plan with wood floors, updated kitchen w/gas cooking, 2 bedrooms, 1 bath & a
        deck off the kitchen leading to the back yard. Upstairs is the master suite w/5 piece bath, WIC & laundry.
        Lower level makes for a fantastic ADU w/2 bedrooms, full kitchen, laundry & separate entrance(generates $2k
        per month. Spacious fully fenced back yard w/alley access. 2 off street parking spaces.
    ","$799,950",5,,2,"1,920",0.09,,Pending,1671047
1662931,"In the heart of all Seattle has to offer. Only a 1000 ft walk to Seattle Center, this end unit 2 bed
        condo feels surprisingly secluded & private. Updated kitchen sparkles with a full redesign, hardwood floors,
        & 1.75 baths. Main bedroom has ensuite bathroom & walk-in closet. Elevator access & secure building
        with lobby entrance. One parking space & storage unit in the gated garage. With a walk score of 96 &
        easy access to transit, it's close to SLU tech, downtown, restaurants, & entertainment.
    ","$579,875",2,,1,"1,031",—,,Active,1662931
1667434,"Stylish, urban craftsman on a huge 1/3 acre lot! Old world charm w/modern updates. Permitted, full remodel w/new electrical, plumbing, windows & roof. Fully finished basement now boasts the primary bedroom suite with 3/4 bath, wet bar (MIL opportunity?) & separate entrance. Top floor has 2 BR & new Jack n Jill bath. Lots of possibilities, AirBNB, DADU, quiet street/neighborhood, peek a view of  Seattle in backyard. Home warranty included. Too many updates to list, see it today before it's gone!","$625,000",4,,1,"2,020",0.30,,Pending,1667434
1662387,"This charming 1910 Craftsman graces one of the friendliest streets in Phinney. Highlights: a sunroom
        flooded w/natural light, inviting living/ dining areas w/fireplace on main, new flooring, master w/ full bath
        & French doors to the deck. Enjoy the kitchen w/ cherry cabinets, stainless appl & new quartz counters.
        Fenced yard. Escape to the rooftop deck/captivating views. Detached garage 4 off-street. Coffee, restaurants
        & Zoo nearby. A delightful place to make your dream home.
    ","$995,000",3,,2,"2,060",0.11,,Pending,1662387
1666408,"Cherry Hill Townhome steps from Seattle U. End-unit w/ garage, patio, roof-deck & more! 2 Masters on upper floor w/ access to rooftop deck & views! Main floor lives large & bright w/ gleaming hardwoods, open-flow living & kitchen, half-bath & warm FP. Lower 1st floor has office/bonus room, utility room & attached garage. A serene, patio w/ raised beds & privacy! Walk to everything w/ bus/bike/transit options. Eats/coffee/grocery/parks all close-by. Amazing location. No HOA. Great Rental/Airbnb.","$685,000",2,,2,"1,260",0.03,,Active,1666408
1658634,"Beautifully built newer construction home on a 9,000+ sq ft lot in quiet and coveted Belvedere
        Terrace. The ideal floorplan with open, light-filled rooms is centered around a sleek, high-end kitchen with
        huge island and large dining area. Main floor includes a private, sunny office and family room with fireplace,
        built-in bookcases and library ladder. Upstairs, the decadent master suite awaits, along with 3 add’l
        bedrooms & oversized rec room. 2-car garage with mudroom entry & fenced backyard!
    ","$2,095,000",4,,2,"3,650",0.22,,Pending,1658634
1666467,"Sleek and modern corner townhome is filled with natural light and is quietly tucked off the main road. Lower level guest suite with ¾ bath and access to private patio space. Main level is light and bright with ample windows, fireplace, and gorgeous galley kitchen. Laundry and serene and airy primary suite with vaulted ceilings and full bath are upstairs. Dedicated off-street parking, no HOA, close to Green Lake, shopping, transit, freeways, and Northgate light rail, coming in 2021.","$445,000",2,,1,"1,000",0.02,,Pending,1666467
1662438,"Beautiful Classic 1916 Craftsman in popular Lower Phinney Ridge. Old charm mixed w/stylish updates.
        Big front porch to enjoy evening sunsets. Stunning refinished hrdwds accentuated by natural light. Open bright
        space w/large charming kitchen, big pantry/mud room and eating nook w/views of rear yard. Looking for special
        space? Shop, storage, lots of potential in 300+ sq ft attchd shop. Need a zen space, workout room, office? Fun
        rear yard shed. Fantastic location, walk to the Ridge. A must see!
    ","$863,900",3,,1,"1,610",0.08,,Pending,1662438
1667507,"North Seattle gem with tons of updates. Enjoy the cozy living room with hardwood floors, fireplace and big windows. Live easy in the circular layout with bonus space for den or office. Sliding door off the dining room leads to back patio for outdoor entertaining. Fully-fenced backyard with grapes, fruit trees and beds is a gardener's dream. Blocks from QFC and Olympic Hills Elementary. Convenient to I-5 and 145th rail station. Minutes to Lake City restaurants. Seller is a real estate agent.","$520,000",2,,1,"1,140",0.17,,Pending,1667507
1663615,"Quality finishes thru-out this new construction townhome in Highland Park w/XL master suite,
        spa-inspired master bath + the nicest roof top deck in the area make this a must see! Wood floors &
        beautiful tile upgrades enhance this 3 bedroom/2.5 bathroom townhome. Located a short distance to Westwood
        Village, QFC, & Starbucks + close to the hip restaurant & bar scene in White Center. Ask about the
        $17,500 buyer grant avail through preferred lender! Call for Appt today!
    ","$590,000",3,,2,"1,647",0.03,,Pending,1663615
1671057,"Classic meets modern in this charming Ballard farmhouse! High ceiling and windows fill the home with
        natural light. Tasteful updates throughout blend seamlessly with the historic features. All the right spaces
        indoors lead out to a spacious secluded backyard urban escape. A sizable separate studio including both a
        sleeping loft and bathroom creates an abundance of space and options. With shops, restaurants, & amenities
        within walking distance/only minutes to downtown, this home is truly special!
    ","$925,000",2,,1,"1,268",0.12,,Active,1671057
1670824,"High demand rambler boasts Newer Roof, Newer Heat Pump/Air Conditioning, Newer PEX plumbing, and
        Hardwood Floors. 3-Bedrooms plus large Bonus Room w/ New Carpet (Beautiful Hardwoods Underneath!) Perfect for an
        in-home workout area! Living Room has a cozy Wood Burning Fireplace. Kitchen overlooks the large Fully Fenced
        Backyard -- great for entertaining & BBQ's. Detached shed has power/electricity. Tons of parking including
        RV/Boat Parking. Easy access to freeways, shops, dining & transit.
    ","$499,950",3,,1,"1,380",0.21,,Pending,1670824
1669457,"Investor opportunity is waiting for you-Upstairs/Downstairs! Close in location, separate living
        areas. 3 bed, 3 3/4 bath home, two separate kitchens w/ three additional finished rooms downstairs. Separate
        laundry upstairs & down, Tudor style that has been beautifully updated with high end finishes, newer Kitchen
        Aide appliances, sleek cabinets, solid surface countertops and newer laminate floors. Newer roof. Walk or bike
        to 45th St shops or restaurants or UW. EZ commute to Seattle or Eastside.
    ","$750,000",3,,3,"1,780",0.08,,Active,1669457
1675987,"Impeccably maintained. Floor to ceiling windows & vaulted ceilings flood home w/natural light.
        Wide plank flooring. Primary br w/en-suite bath, double sink vanity & WIC. 2nd flr bedrm & W/D. Airy
        interior lives large w/main flr living & kitch & dining areas. Grohe fixtures & Bertazzoni Range.
        Enjoy dining al-fresco on large roof top deck plumbed 4 gas bbq & H20 to grow your own veggies. 3rd bedrm
        & 3/4 bath,covered carport.mini split A/C No Dues! Amazing street, min to all Ballard offers
    ","$759,990",3,,—,"1,319",0.02,,Active,1675987
1669711,"City & Mount Rainier Views, Top Floor. Great floor plan is warm and inviting. Tile entry. View
        living room with fireplace. Updated kitchen offers a dining nook, granite counters, tile back splash &
        stainless steel appliances. View Master bedroom with tile en suite bath. 2nd bedroom and 3/4 bath. Fresh paint
        & Carpet. Separate storage unit. Secure entry with garage parking.
    ","$595,000",2,,1,"1,071",—,,Pending,1669711
1667070,"Magical one level Broadmoor residence on quiet corner lot. William Bain designed 'U'-shaped floor
        plan wraps around central courtyard garden. Tiled and oak floors, coffered ceilings, floor-to-ceiling walls of
        glass & fine VG fir millwork. Living room opens to covered terrace.Private Master bedroom suite w/ 2 walk in
        closets, spacious bath & Japanese garden view. Richly appointed den, elegant gardens, ideal for
        entertaining. Popular Broadmoor, close to City, easy distance to shops & restaurants.
    ","$2,450,000",3,,2,"2,670",0.26,,Pending,1667070
1669844,"Stunning NW contemporary Craftsman just 1 block from Green Lake! 4 BR, 3 baths, 3000+ sq. ft. of
        graciously designed spaces in quiet neighborhood. Formal LR & DR w/ wide plank fir floors, fir wainscoting.
        Open kitchen w/ granite counters. Family Room leads to tranquil backyard w/ grape arbor. Upper level has
        light-filled Master, huge WIC + continental bath & 2 more bedrooms. Fully finished lower level w/ separate
        entrance & 2nd kitchen. Close to PCC; easy commute & nearby bus. 1 car garage.
    ","$1,395,000",4,,3,"3,128",0.09,,Active,1669844
1669532,"A perfect urban retreat at Bolero condos! Newly tiled kitchen, updated plank flooring & paint,
        stackable washer/dryer, walk-in storage closet with shelving built-ins, large full bath, and southern facing
        balcony. Roof top deck w/BBQ and panoramic city views! You'll love the quiet ambiance; secure lobby entrance,
        reserved parking space, gym, game and party room. Located on First Hill & close to medical, Light Rail,
        Capitol Hill and Downtown Seattle. Low HOA dues include internet. No rental cap.
    ","$275,000",—,,1,375,0.33,,Pending,1669532
1665400,"Lovingly maintained. Tastefully updated. Classic mid-century w/ many updates, including to the studs
        remodeled custom kitchen & added LL accessible bathroom. Only one half block from the ""crown jewel"" of
        Seattle, Discovery Park. Private backyard. Not only cosmetic updates done, but also windows, French door, water
        service, oil tank, much electrical. JennAir kit appliances, stylish & beautifully unique Kerf cabinets. Tons
        of storage space inside & out. This home is ready for you to call your own.
    ","$875,000",2,,1,"1,970",0.14,,Pending,1665400
1671107,"Smart and efficient duplex style townhouse, with big windows and lots of natural light. Walk through
        a fenced front yard to entry/office and attached 250sf garage with storage. The main floor has a big and open
        kitchen, hardwoods, convenient powder room, deck, and gas for both fireplace and cooking, Upstairs find two
        bedrooms, laundry, and vaulted ceilings. Hang out and garden in your front yard patio, or go explore the nearby
        parks, restaurants, Shilshole Bay and Golden Gardens. No HOA!
    ","$569,500",2,,1,"1,020",0.02,,Pending,1671107
1668871,"THE PENTHOUSE at Regata in the vibrant Wallingford community. Captivating views of Lake Union &
        the DT skyline from the large private rooftop deck! Sky-lit entry, soaring ceilings, 3 garage spots, 2 storage
        units, 3 decks, functional floor plan,& custom built-ins. Spacious kitchen w/island, S/S appliances,&
        granite counters. New Heat Pump(A/C) &remodeled baths. Experience the thrill of vacationing at home each day
        of the year. An unbeatable setting along the Burke Gilman &next to Gas Works Park.
    ","$1,495,000",2,,2,"1,877",—,,Pending,1668871
1666693,"Custom mid-century modern built w/ steel beam construction allowing for vaulted ceilings & open floorplan. Gorgeous wood flrs, extensive slate, brick, built-ins, stunning floor to ceiling caramel rock open-hearth fplc, wall of windows facing lovely territorial view & slider to deck. Big lower windows w/ high ceilings, huge family room w/fplc, bed/bath, laundry & workshop. Garden designed by famous Kubota family. Don't miss the 12' Hydropool swim spa with fully fenced yard and exterior shed!","$714,950",4,,1,"2,740",0.17,,Pending,1666693
1662969,"1920 Madrona traditional boasts unobstructed 180 degree views of LK. Washington and Mt. Rainier from every level. Main floor living and dining open to ample size deck. 3 light-filled upstairs bedrooms/2 baths. Flexible lower level with office, rec room, guest room, satellite kitchen, 3/4 bath perfect for long-term stays/ideal work from home experience. Expansive property borders Madrona Park w/ enchanting lower garden wrapped in privacy and beautiful mature plantings. An incomparable oasis.","$1,875,000",4,,2,"2,450",0.21,,Pending,1662969
1661261,"Welcome to Heritage House-A 1937 Design ahead of it's time! Previously owned by renown 1940’s
        local artist & wood carver Paul Immel, this home encompasses modern style features, artistry & graceful
        spaces rarely found. Tucked away in Gatewood Gardens, access is minutes to shopping, restaurants, Lincoln Park
        & the Fauntleroy Ferry. Light filled mornings & generous southern exposure make even the cloudy NW days
        feel bright, offering plenty of room for both work/ living...Pre-inspected as a bonus!
    ","$880,000",4,,1,"1,920",0.14,,Active,1661261
1661997,"Located on a quiet street in the charming Bryant neighborhood of Seattle, this classic home delights
        from the moment you step in the door. Sun-drenched living room with hardwoods, new windows and a fireplace.
        Dining room is located off the updated cook's kitchen with stainless appliances. 2 bedrooms on the main plus a
        remodeled bathroom. The lower level features a rec room, large bedroom, bath and laundry room. Fully fenced yard
        with a freshly painted deck. Just steps to the Burke Gilman Trail!
    ","$899,000",3,,2,"1,570",0.09,,Pending,1661997
1662710,"Charming maisonette with glistening new kitchen & bath. Current use is duplex. Zoned Industrial-IG2 allowing commercial/residential to 85ft. Lower unit w/month to month stable,long term renter. Main level is vacant featuring new appliances throughout.Upper bed has its own 1/2 bath. Office flex between main bed & upper. Generous living/dining area. Separate garage for office/business off alley. Wonderful investment. Rental access w signed offer. Fantastic townhouse alternative/two rental units.","$659,500",3,,2,"2,310",0.11,,Active,1662710
1666495,"Turnkey craftsman cutie is a perfect blend of original charm w/ modern updates. White picket fence, enclosed front porch, detached garage, RV parking, storage shed, deck & amazing garden that welcomes dozens of species of birds. Recently refinished original hardwoods, new carpet, new interior & exterior paint, updated bathrooms, & updated kitchen w/ recycled stone counters, new backsplash & new appliances. Tons of storage, updated windows, close to shops, transit & easy commute to DT & airport.","$642,500",3,,1,"1,230",0.13,,Pending,1666495
1669385,"Let this charming Craftsman home take you back to a slower place in time -enjoy your morning coffee
        on your covered front porch, chatting w/neighbors on their way to Green Lake. Open floor plan w/ hardwood
        floors, custom window seat & a sunny kitchen. French doors open to big back yard w/ entertainment size deck
        & inviting tree house. Upstairs master suite w/ private bath & walk-in closet. Everything you could want
        in easy distance to the Northgate LT Rail station or express bus to SLU & DTWN.
    ","$695,000",3,,2,"2,270",0.18,,Pending,1669385
1671065,"Classic recently retucked brick Tudor w/perfect combo of old world charm & thoughtful updates.
        Remodeled kitchen with high end appliances, formal dining room, abundant natural light, coved ceiling, art tile
        fireplace, hardwood floors, gorgeous mahogany woodwork, all 3 bedrooms above grade, open basement with high
        ceiling ready for your finishing touch all close to Green Lake. Master bath has jetted tub, walk-in closet, dual
        shower heads and two individual sinks. Large deck perfect for summer BBQ
    ","$785,000",3,,2,"2,060",0.07,,Pending,1671065
1664522,"Live in Capitol Hill’s most vibrant community in this remodeled 1 bd+den. Den is great for
        work from home office, hobbies, TV room, gym. Remodeled eat-in kitchen w/whitewash cabinets, granite, stainless,
        gas cooking. Living w/tall ceilings opens to nice sized private deck. New grey toned floors, fresh paint. Bedrm
        w/large walk-in & modern bath is bright. In-unit laundry, parking & storage, rooftop view deck, blocks
        to light rail, low HOA dues. Centrally located in-city condo ticks all the boxes
    ","$425,000",1,,1,654,—,,Active,1664522
1669243,"Fantastic potential here...1907 Craftsman styled home that has fire damage..Great neighborhood close
        to beach and Alaska Junction. Wonderful western exposure and view deck. Nice quiet backyard. Fir floors. Had
        nice MIL in basement. Owners took excellent care of this home. It looked great and could be restored to its full
        glory again! Full basement with 2nd kitchen. Sewer scope done.
    ","$399,500",3,,2,"1,720",0.10,,Pending,1669243
1669834,"Welcome to life on Victory Lane. This modest exterior belies the charm and character within. Main
        floor features oak floors, large picture windows, fireplace, built-ins and access to a large deck. The updated
        kitchen offers granite countertops, SS appliances, ample storage & counter space, plus a skylight! The lower
        has a 2nd fireplace, kitchen, ¾ bath, third bedroom and workshop. The secluded, fully-fenced yard has ample
        greenspace, large patio and second deck, perfect for outdoor living!
    ","$725,000",3,,1,"2,120",0.18,,Active,1669834
1666744,"This immaculate Seattle home will have your heart swooning before you reach the door! The unrivaled
        craftsmanship will wow you with the gleaming hardwood's & beautiful coffered ceilings. The kitchen comes w/
        high end custom mahogany cabinetry. Intimately lit dining room w/ convenient access to the back patio. Entertain
        outside from your oversized patio! Retreat to the owner’s suite w/ balcony & spa-like bath. Partial
        views of Lake Washington! Minutes to shopping, restaurants, U-Village,& trails!
    ","$1,595,000",4,,2,"3,340",0.20,,Pending,1666744
1669893,"Updated, classic craftsman. Front porch entry built of Ipe and cedar. landscaping features
        drought-resistant & multi-season flowers. Light-filled entry, hardwood floors throughout. Ktchn. w/butcher
        block counters, SS appliances, eating nook & views of the Sound & Olympic Mtn., Living rm., w/cozy
        gas/frplc. formal dining. Tranquil sun-room, Owner-suite, walk-in closet, views. Loft/family rm., Lower level,
        rec. rm w/wet bar, office or 4th bdrm, craft room. Garage w/ADU possibilities.
    ","$968,000",4,,1,"2,870",0.14,,Pending,1669893
1615157,"Convenient city living on beautiful tree-lined street in First Hill. Incredible view of manicured
        landscape fills this home with color and light while offering an unparalleled level of privacy in the city.
        Owner replaced carpet with gorgeous laminate floors and many other thoughtful updates throughout. Relax on
        rooftop deck w/ city & sound views. Building has new plumbing/modernized elevators. Pet friendly. Great
        investment opp. w/ NO rental cap! Walk score 98, transit score 100, bike score 93!
    ","$318,000",1,,1,610,—,,Active,1615157
1669688,"This pristine custom build is the ultimate showstopper. Perfectly sited in View Ridge offering the
        rare blend of location, intelligent design & superb materials. Statement features include a full wall of
        LaCantina folding doors seamlessly bringing verdant outdoors in while bathing the sophisticated interiors w/
        light, highlighting peaceful water & mountain views. Elevated open floor plan is an entertainer’s
        dream, while providing plenty of WFH options, privacy & respite for the entire household.
    ","$2,500,000",4,,3,"3,860",0.14,,Pending,1669688
1660707,"Beautiful mid-century home w/sweeping views of Lake WA & Cascades w/ $100k in improvements. This
        light-filled gem features updated kitchen w/SS appliances, gas fireplace, hdwd flrs, 2 beds on main & spa
        bath w/ soaking tub. Spacious living & dining area open to expansive new deck that showcases panoramic
        vistas. Lower level: family room w/ exposed brick fireplace, 2 beds, renovated 3/4 bath & laundry rm w/
        storage. Newly landscaped w/rockery stairs, terraces & alley access w/ off-street parking.
    ","$789,000",4,,1,"2,200",0.13,,Active,1660707
1671183,"Few select homes enjoy a skyline to sound view like this! Cove molding and hardwoods remain while
        updates deliver open living for today in this beautifully sited Queen Anne craftsman. Top floor master w/
        en-suite + 2nd bdr. Large living/dining, open kitchen/family + bdr/den & ¾ bath on main. Extensive VG
        fir warms LL rec-room, sound-reducing music room, & bdr suite. Professionally landscaped lot w/ BBQ deck and
        view patio. City, sound, arts, and entertainment at your doorstep or in your view!
    ","$1,795,000",4,,1,"2,990",0.09,,Active,1671183
1670138,"Amazing location where First Hill, Capitol Hill & Downtown meet! Close to light rail &
        freeway. Sunny Southeast corner unit with huge floor-to-ceiling windows, den and gas fireplace. Cook's kitchen
        with granite slab counters, maple cabinetry, tile backsplash and stainless steel appliances. Private view deck,
        AC, garage parking and storage. Excellent amenities: guest suite, 24-hr concierge, fitness/spa, hot tub,
        billiards lounge & theater.
    ","$499,950",1,,1,751,—,,Active,1670138
1666068,"Luxury condo living at fabulous Olive 8! Light-filled south-facing 1-bdrm unit w/ open design & private covered deck. Kitchen features upscale stainless appliances & slab ctrs. Large bedroom w/ closet built-ins. Bathroom w/ marble tile, slab ctr, & mirror w/ built-in TV. World-class amenities include owner's lounge, game room, huge outdoor terrace, pet area, 24-hr concierge, plus Hyatt spa, gym, pool, & restaurant. Secure garage pkg, storage unit. Walkscore 99, Transitscore 100. No rental cap.","$699,000",1,,1,808,—,,Active,1666068
1664077,"Just steps from Magnuson Park, this rare townhome built by WA's premier builder, Envision NW, offers access to everything you love about Seattle. Lake Washington on the shores of Magnuson Park, Burke-Gilman trail a short walk/bike away, world class shopping and dining at University Village, fantastic public schools, arts and entertainment at the UW. Home features stainless steel appliances, wood floors, open iron hand rails, large floor to ceiling windows, A/C, garage, and a large rooftop deck.","$875,000",3,,2,"1,530",—,,Active,1664077
1665039,"Charming and well maintained 2 bedroom Craftsman bungalow with fir floors and original detail.
        Formal dining room, living room and large kitchen, with a mudroom off of the back. A rocking chair front porch
        overlooks fully fenced exquisitely landscaped garden oasis, nurtured for decades, replete with winding paths,
        specimen plantings, a water feature and covered pavilion. Bonus finished attic space for extra storage. Large
        storage shed included. A special home and truly a gardener's paradise.
    ","$460,000",2,,—,960,0.15,,Pending,1665039
1665018,"Welcome to the Gatewood Community of West Seattle, this home has 3 bdrms, 2 full bths, living rm
        w/hdwd floors, Updated kitchen w/granite countertertops, 5 burner gas stove top, stainless appliances, family rm
        w/gas stove/fireplace, Mstr bdrm w/full bath ensuite, bdrm-office w/built in desk/drawers, Murphy bed in lower
        level, laundry rm w/full size W/D, utility sink, outdoor deck and entertaining area, Lge 18x28 ft. Garage
        w/heating, toilet, RV parking w/full hook up's, spacious driveway parking
    ","$759,000",3,,2,"1,690",0.15,,Active,1665018
1664751,"Completely Remodeled Seward Park estate in Exclusive Gated Community with sweeping views of Lake Washington. Updates Include New Kitchen w/ Sub Zero Fridge, 48 inch Bertazzonni Range, Dual Ovens, Waterfall Quartz, Hardwood Floors &  New Bathrooms! New Roof. This Home Features an Open Flowing Floorplan w/ Many Multipurpose Spaces for Home Office/School/Gym/Media/Play Rooms & Tons of Storage! In a Peaceful, Gated Neighborhood with convenient access to Seattle/Eastside, airport and Waterfront.","$2,295,000",5,,4,"5,779",0.36,,Active,1664751
1666305,"Excellent location for this one-of-a-kind penthouse condominium. Close to Gas Works Park, the Burke Gilman Trail, UW campus, shopping & restaurants in Wallingford &  Fremont. Outstanding Lake Union, city skyline, the Space Needle & mountain views. Open & bright floorplan with a view master suite, den & an additional bathroom. Wonderful, entertainment size view deck. Cherry wood cabinets & flooring, granite counters, air conditioning, extra storage & parking for two cars. Professionally managed.","$795,000",1,,1,976,—,,Pending,1666305
1670128,"Landings Lake Union: Lovingly cared for by original owners is this 2 bedroom/1.75 bathroom condo
        filled with natural light and an open floor plan. Kitchen features custom shelf organizers and flows into the
        dining/family room featuring gas fireplace. Awesome City & Lake views from your 3rd floor family room &
        balcony. Spacious bedrooms, ample storage in unit as well as in 1st floor storage locker. Two assigned parking
        spaces in secure garage. Close to UW, Burke Gilman, Lake Union, I-5 & more.
    ","$515,000",2,,1,895,0.32,,Active,1670128
1671210,"Privately sited in highly desirable Madrona neighborhood w/ wonderful street presence. Craftsman
        detail, river rock facade & covered porch. Tasteful updates throughout, incl. soap stone kitch counters,
        stainless steel appliances, Viking range, updated baths & more. Formal dining room w/ French doors leading
        outside, cozy wood burning fplc. Lower level media room, storage & laundry offers future potential. Truly
        sublime location! Garage access via easement on N neighbor's driveway - storage only.
    ","$1,150,000",2,,2,"1,900",0.05,,Active,1671210
1661592,"Gorgeous finish work in this new home with Concrete/hardwood/tile floors (no carpet) and 5-fixture
        Owners' Retreat featuring sitting room w/fireplace and private deck, soaking tub plus frameless glass dual
        headed shower, enclosed WC & large Walk-in. Powder on main floor, level, useable yard space and Air
        Conditioning! Steps from Standard Brewing, Woodshop BBQ, Reckless Noodle House, many restaurants/cafes and the
        Library! 11 min to SLU(no freeway required), 8 min to Downtown SEA. Walk score 88
    ","$729,000",3,,2,"1,450",0.03,,Active,1661592
1669814,"Newly updated Northgate townhome with covered parking! Great primary home or investment with future
        Light Rail Station and exciting changes at NorthGate just seconds away, while your quietly tucked into this
        quiet street! Open concept main floor w/wood burning fireplace plus new flooring, paint and lighting throughout
        home! New appll w/full size w/d on main plus 1/2 bath. Upstairs 2 lg bdrms w/huge closets plus full bath. Large
        patio with newly fenced in yard a blank slate for future garden or?
    ","$449,950",2,,1,"1,084",0.03,,Pending,1669814
