house_id,overview
83124292,"Little turnover in this gated community conveniently located on SW Parkway. This condo offers a pleasant location within the community--lots of green space out the front and back doors; covered patio; spacious rooms; recently painted cabinets.  Appealing layout with a large Family Room downstairs and a flexible space upstairs that can be used as a study/office area or another living area.  Master Suite offers fantastic views and a bathroom with a jetted tub, separate shower, double vanity, large closet.Restrictions: Yes  Sprinkler Sys:YesRead more"
43691351,"Pace Island gem on a preserve lot with a courtyard entry expanded garage! Come see this very unique floor plan that boasts 2 master suites! Updates include quartz countertops, stainless appliances, new paint throughout, luxury vinyl plank flooring, new carpet in the bedrooms, new ceiling fans, & a new water heater. The kitchen offers plenty of space with its large focal island & abundance of cabinet storage. Your living spaces offer high ceilings, natural light, & multiple exits to step out & enjoy the nature of Pace Island & the preserve view from the screened porch. Pace Island is the only gated community in Fleming Island. 2 pools, clay tennis, a community dock, & some of the best walking paths in the area. A-rated Paterson, Green Cove & Fleming High. Close to NAS, 295, & Dr Lake MarinaRead more"
7511689,"Wow! Incredible opportunity to own this genuine single level home located in popular Phoenix. Providing great curb appeal, slab parking, RV gate, and beautiful grassy front landscaping. You will absolutely love this welcoming interior complete with 4 bed, 3 bath, designer paint tones, living/dining room, and perfectly sized bedrooms. Come take a look at this unique kitchen with plenty cabinet/counter space and appliances ready to be used. Inside this bright master bedroom you will find a walk-in closet and spotless full bathroom. Out the back you have a covered patio, 2 detached car garage, RV parking, and so much potential to get creative and make this place your own. You know you have found the one. Hurry come see this inviting home today before it's too late!Read more"
82300060,"MAKE AN APPOINTMENT FOR A LIVE VIDEO TOUR!! MAJOR REDUCTION!! NEWLY RENOVATED!! TRULY A MASTERPIECE! Fabulous renovation by acclaimed design/build firm, Innovative Quarters. This light and airy open floor plan is flooded with natural light from many tall windows and boasts high end finishes, fine craftsmanship and impeccable details throughout: new hardware, new doors- including four barn doors, new moldings and custom lighting. This stunning residence has it all...quartz countertops, double wine refrigerator, new sumptuous master bath with two shower heads, new vanity and fixtures in second bath, new front load washer & dryer, closet organizers, new floors, ceiling fans, chandeliers and farm sink in the amazing gourmet, center island kitchen highlighted by custom cabinetry and premium appliances -  the list of noteworthy upgrades goes on and on. 2 garage parking spaces plus large storage unit. Chase Point is an exceptional condominium building with amenities galore including a 24-hour front desk, fitness and exercise center, and a party room. Prime location at Friendship Heights Metro, shops and restaurants. Don't miss this home of unparalleled excellence!Read more"
36726977,"Offer Submission Deadline: Saturday Oct. 10th at 6pm - This home is exquisitely beautiful, very well maintained featuring 3 Huge Bedrooms, 3 Full Bathrooms , & 3 spacious levels perfect for you. The owners spared no expense renovating this home with engineered exotic oak hardwood floors, fully renovated kitchen completed 2 years ago to include new granite counter tops, new appliances, back splash and trash compactor, windows replaced 6 years ago and so much more. Entire HVAC system replaced 1 year ago. Conveniently located to shops and highways.Read more"
2078363717,"Stunning and Award-Winning European Modern Estate. Totally renovated inside w/Luxury finishes. Completely private w/gorgeous treetop views overlooking the Austin Hill Country. 20-25 mins from DT Austin & walking distance to the Barton Creek Resort, Spa and Golf Course. Over 1000 sf of outdoor living w/Negative Edge pool. 4 In-suite bedrooms, plus separate study and Game room.Read more"
3591973,"This is the Home you have been looking for: Beautiful Single Family Brick Home with great curb appeal in quiet residential neighborhood, conveniently located minutes from Kennedy Park. This recently Remodeled home offers a large primary bedroom, two additional bedrooms, and full size bathroom with original custom tilework, all located on main level. The spacious floor plan offers room for large sectional and dining area just off the updated kitchen with new SS appliances, granite countertops, modern backsplash, room for breakfast table, new ceramic tile flooring, and plenty of original solid wood cabinetry. Home features an abundance of natural light from over-sized panoramic window in living room, refinished hardwood floors throughout main level, all indoor walls freshly painted, central air and heating, finished basement with two additional bedrooms, laundry room with full sized washer/dryer, utility room, and long driveway leading to plenty of outdoor space with large fenced in backyard and ground level 250sq ft concrete patio, as well as a full sized freshly  painted two car garage. Just a short 5-minute walk is Kennedy Park with baseball diamond, basketball court, children's playground, Schiller Park swimming pool, water slides, and much more outdoor entertainment! Cherry on top - The home includes a professionally installed Briggs & Stratton Whole House Generator. Very close to O'Hare airport .Read more"
26994346,Gorgeous golf course lot in highly sought after Brookhaven Country Club neighborhood in Farmers Branch. Meticulously maintained property will pleasantly surprise any buyer. Stunning exterior with a beautiful interior will have you saying WOW at very turn. The backyard boasts some great landscaping and a Generac system that can run the entire house! You've got to see the backyard view in person! A true gem of a green oasis inside the metroplex.Read more
20802121,"Situated in the prestigious Mount Olympus, this 4 bedroom Mediterranean gem evokes architectural charm with classic upgrades. Upon entering this home you will find a well-appointed floor plan with the living, dining, kitchen, and family rooms all leading to their own outside portion of the large lushly landscaped backyard equipped with pool and spa. Exceptional chefs kitchen with granite counter-tops and stainless steel appliances connects seamlessly to the formal dining room and spacious family room. The Master retreat includes a walk-in closet and spa-like bath. Spacious backyard boasts canyon views, pool, spa and exceptional areas for lounging and dining al fresco. Conveniently located within minutes from the Sunset Strip and the  best shopping and dining LA has to offer.Read more"
110709652,"Beautiful 4 bedroom 2 full bath Cape Cod sits at Wauwatosa's hot location. New flooring, updated kitchen and bathrooms, newer SS appliances and new A/C unit with transferrable warranty. Open concept layout from the kitchen to the family room. Natural fireplace and fenced backyard. Beautiful landscaping offers lots of privacy. A large 3 car detached garage gives more storage space. The house is much larger than it looks from the street. Come today to make it your home!!!Read more"
29336613,"Desired Gorgeous Barton Creek Resort - gated comm. Imposing entry w/ grand spiral staircase. Open rooms, game rm, media. See-thru fireplace. 2500 sq. ft basement living quarters, 2  offices. Cul-de-sac. Covered veranda and premier hill county viewsFEMA - Unknown Guest Accommodations: Yes Restrictions: YesRead more"
3593209,"Estate Sale - Well maintained oversized 3 bedroom 2.1 bath, brick ranch on quiet side street of Schiller park with side drive. Separate living and dining room, hardwood floors in bedrooms and LR-DR under the tiles. Good size kitchen. Master bedroom with 1/2 bath.  Huge full finished basement with Rec room & 2nd summer kitchen and another full bath. Central air and heat. Newer roof 2.5 car garage. Close to I-294, shopping, parks. Easy to show. Property sold AS IS.Read more"
2091594414,"AN EXTRAORDINARY OPPORTUNITY IN A MOST COVETED NEIGHBORHOOD, STEPS FROM THE WORLD-FAMOUS SUNSET STRIP. This remarkable modern townhouse features a uniquely designed entertainer's floorplan, accented with high ceilings, and custom built-ins. Spacious living room with direct access to a private patio where you can unwind and enjoy the quietude. A contemporary chef's kitchen integrates stainless steel Bosch appliances, a new custom island perfect for day-to-day dining, and wall-to-wall open shelving for decorative or storage needs. Floor-to-ceiling window in the dining room creates a perfect space for your formal get-togethers. The huge powder room and ample storage space complete the main level. The upper floor is comprised of an oversized, bright master bedroom with huge closets, and a stunning master bath with a sumptuous free-standing tub, perfect for relaxation. A second spacious bedroom with en-suite bathroom and a separate laundry area round out this exquisite and incredible property. Features include large tandem assigned parking for 2 cars, fob entry security gate, and tankless water heater in each unit. HOA includes water, trash, and sewer.Read more"
81991571,"SELLERS MOTIVATED! SEE DOCUMENT TAB FOR OM! Property is currently an 6 CAP on actuals. These revamped Casitas provide a personal touch to the tenants that love them. Each having a private home with backyard! Property has two new roofs 4 units Fully redone, paint inside and out, New Floors, granite countertops, New windows on all 5 units, new appliances, and updated fans and fixtures! Property has been lovingly cared for!Read more"
27338350,"MULTIPLE OFFERS RCVD.  All offers will be reviewed Monday 10.4 at NOON.  Come see the very definition of a private, backyard oasis. A sparkling saltwater pool with attached spa, two custom pergolas, and a lush landscape set the scene for peace and relaxation. The lovely, well-maintained home offers a comfortable floor plan that makes indoor - outdoor entertaining easy. Enjoy direct access from the pool to the wet bar featuring ice maker and wine fridge. 2020-10-09Read more"
53737274,"This immaculate David Weekly home is the perfect family home! From the moment you enter you will be impressed with the beautiful wood floors thoughout the home, large foyer, spacious dining room & half bath. The family room has a vaulted ceiling, beautiful windows that open to a large kitchen with island, granite counters & backsplash, farm sink & tons of storage. First floor master bedroom has built-in mirrored jewelry cabinet, a master bath with jetted tub, separate shower, double sinks & huge custom walk-in closet. There is also a flex room! Upstairs has four additional bedrooms all with walk-in closets and two additional bathrooms. The garage is oversized & has a separate workshop. The backyard is perfect for any gardener. The home has been lovingly maintained & cared for by one owner.Read more"
26802279,"Shed in backyard        updated kitchen 
Fenced backyard   
Updated bathroom 
Read more"
17016580,"Great starter home, come build your very own ADU on the lot and have rental income, the lot is big enough and ready for all your ideas!  Original wood flooring adds character to this cute 3 bedroom bungalow home. Centrally located and close to everything, this home is a must see!  Professional photos to come.Read more"
60200173,"Beautiful Like New, newly renovated  2 bedroom condo with gleaming hardwood floors throughout. Large fully appliances eat-in kitchen has ceramic tile floor, maple cab's ,the unit has 6-panel oak doors and trim. Bathroom includes a whirlpool tub and ceramic tile. 2 good size bedrooms with hardwood floors and good closet space. Additional storage and parking space included with a unit. Sunny private western exposure. Walking distance to schools swimming pool expressway. Shopping mall Rosemont.Read more"
69669981,"Highest and Best by 7pm 10.3.20. Perfect for your Family Thanksgiving and Holiday celebrations! Piedmont Addition home conveniently located 6 minutes from Downtown Dallas, 3 Golf Courses, Texas Horse Park at Trinity and the Audobon Center Bird Sanctuary. 3 living areas! Lg Master and bath to escape a long day to relax. Fireplace in family room ready for the upcoming cold weather. Kitchen is open to family room and easy for multiple cooks. Great location. Jump in hwy 175 and be in Dallas in minutes, Dart station located 1 block away from community. Perfect for large families or entertainment with 4 bedrooms and 3 living areas. Work from home or home school. Buyer to confirm all information.Read more"
26816620,"Cute 2 bedroom 1 bath! Living room flows easily in the dining area and kitchen for easy entertaining. Natural sunlight moves throughout the home. Beautiful laminate flooring, fresh paint and a neutral color palette make it easy to vision yourself living here. Spacious bedrooms with plenty of closet space for storage. Large back yard with shade trees allows for fun for pets and kids! Close to schools, shopping and parks! A must see!Read more"
20793195,"Absolutely stunning, unobstructed, 180 degree east-facing views of the Hollywood Hills and DTLA from this fantastic 1 bed + DEN (can be used an extra bedroom, home office, etc.) condo, with TWO tandem parking spots, walking distance to Runyon Canyon and everything Hollywood has to offer! This remodeled unit boasts limestone floors in the living room, updated kitchen and baths and an expansive balcony: perfect for afternoon cocktails or al-fresco dinning. The master has an industrial, loft-like feel with exposed concrete floors and concrete beams. Hip and happenin' at the legendary, full-service Franklin Towers. *Tenant occupied, month-to-month, at $2,925/mo. **Interior photos have been enhanced with virtual staging.Read more"
70465537,"Sun filled, East facing condo with a skyline view in all brick elevator building. Quiet, private with great open floor plan and a large balcony for your summer enjoyment. Maple kitchen cabinets, granite counter tops and all stainless steel appliances. Hardwood floors throughout. Gas fireplace, high ceilings, whirlpool bath, in-unit washer and dryer. Heated garage parking spot included, assigned storage space, bike racks and dog run.  Free street parking. Lovely Ukrainian Village offers a short walk to all the amenities and fun of Chicago Ave and the Grand Ave Design District. Near Western Ave. Metra stop, Smith Park, Shops and easy access to 90/94. A must see to appreciate! Welcome Home!Read more"
20643834,"Delightful Condominium in El Sereno! This inviting light & bright 2BD/2BA unit is in the verdant Gated Community of Autumn Pointe whose amenities include communal pool, jacuzzi, playground & 24hr security. Design is effortlessly practical with a roomy living area adjacent to breakfast bar countertop, & dining space. The uncomplicated galley kitchen has plenty of counter space & storage areas for even the busiest cook's needs. Primary bedroom boasts spacious double closets, en-suite bathroom & updated fixtures. Further notables include central AC/Heating, a 2 auto tandem garage, and new paint. Neighboring communities include Monterey Park, DTLA, & Alhambra. Property is located within a 3 min drive to Cal State LA & is ideal for commuters as it's a quick minute's drive away from I-710 & I-10 HWYS.Read more"
110750322,"Located in desirable west Wauwatosa, this brick ranch has sits on .4 acre lot & is near everything! Living room has floor to ceiling woodburning stone fireplace opens to  the kitchen and dining areas. Quartz countertop on kitchen island is great for entertaining. Vinyl flooring makes cleaning a breeze!  Dining hutch repurposed as a powered coffee nook for those cold WI mornings. Good sized bedrooms upstairs with ample closet space. Updated main and half baths feature new vanities, mirrors and flooring. Downstairs basement space is refinished as a great entertainment, exercise and bonus room. 200 amp electrical service for all manner of electronics or hobbies in660 square foot workshop in back. Fenced yard, outdoor seating and painted garage gives you even more usable space. Great find!!Read more"
55406002,"Single family home & low maintenance condo living unite in this bright & sunny 2bd+study/1.5 ba townhome, located in an urban, yet cozy neighborhood setting in downtown Madison. Home-like features incl private entry, attached 1-car garage, outdoor spaces, many windows & great division of living, working & sleeping space. Features & updates incl remodeled kitchen w/new cabinetry, granite ctrs & SS appliances, remodeled baths incl tile floors, new vanities, tub w/glass door & tile surround, hardwoods on entry & main living levels, big living/dining, gas FP w/stone surround, tall ceilings, skylight, private balcony, patio/terrace, fresh paint throughout & upgraded fixtures/hardware. Entry level offers the perfect setup for a home office or den. Located a few blocks from the capitol square!Read more"
7511108,"Beautiful home that was just remodeled. stunning white kitchen, huge lot, double  RV gates and much more!Read more"
50903650,"Beautifully remodeled spacious 4 bedroom 3 bathroom home in the highly desirable ""Old Quad"" area of Santa Clara. Wonderful side street and set back from the road. Bright & airy open floor plan featuring brand new wide-plank Bamboo floors, fresh paint, high ceilings, stainless steel appliances, granite counters. Sizable family room boasts a gas fireplace. Peaceful and private backyard and patio with fresh low maintenance landscaping. Huge master bedroom, dual vanities, 2 spacious closets with ample storage. Roomy 2 car garage, paver driveway and plenty of parking. This home is centrally located near Santa Clara University, Franklin Square, restaurants, parks, the New Apple Campus and more!Read more"
20691214,"Northeast of Downtown LA and south of Pasadena, this 2Bed/1Bath SFR is on two lot sale. House is on Lot 69 connected to vacant Lot 70, which adds up to a lot size of almost 12,000 sqft! In a great up-and-coming Los Angeles neighborhood near Pasadena, Downtown LA, Alhambra, Highland Park. A great opportunity for developers and contractors. BIG potential for development opportunity!Read more"
15143256,"They call this a studio, but it's bigger and better laid out than a lot of 1BR places and comes with precious private walk-out patio that leads to a secure oasis with walkway, benches, redwoods and beautiful landscaping surrounding the unit. Can easily be converted to a 1 BR layout, or keep current floor plan with spacious open concept living/dining room combo. It's a great price, too. Upgrades incl remodeled kitchen & bath, Hunter Douglas window coverings, really cool tinted plaster walls, tons of storage space with closet organizers, & parking. The Dolores Plaza Condominiums feature a well outfitted gym with sauna, rec room, laundry facilities for the owners, bicycle storage, high-security features and on-site property manager. There is also 1 car garage parking and 12 guest parking spots. Amazing central location, 2-3 blocks from Dolores Park, Valencia Corridor, Whole Foods & public transportation, easy access to Peninsula for commuters & some of the best weather in SF.Read more"
251031652,"Don't miss out on this well appointed, meticulously maintained condo in the upscale Enclave at Escondera. Home to 35 condos all w/2 car attached garages + 2 driveway spaces. Unit 303 is the popular Tejado plan w/spacious living/dining area. open kitchen w/breakfast area.Step outside to a covered patio &  fenced in yard, a rare find.Upstairs is a huge master w/access to a terrace & fire pit. Seller added plantation shutters thru out & Ring doorbell, see who's at the door from anywhere!Restrictions: Yes  Sprinkler Sys:YesRead more"
55398332,"Excellent location two blocks off Capitol square, three blocks to James Madison Park and beach on Lake Mendota, and walking distance to UW-Madison campus in vibrant downtown area.  Water and Sewer paid by Owner, but each tenant contributes $25/month toward water bill.  One off-street parking space is available for $110-120 per month.  Foundation is stone and mortar.Read more"
110700901,"Fabulous location in Tosa!  This Cape Cod offers an open concept kitchen and great room with natural/gas fireplace and doors leading to the spacious and mature yard.  A large formal dining room, two bedrooms and a laundry room complete the main level.  Upstairs you will find a master bedroom with ensuite bath AND walk in closet!  An additional bedroom, full bath and office finish off the second level.  Looking for 4BR's plus room for that home office or home school room?  Here is the answer! An attached garage with stairs leading directly to the basement is an added bonus!  This home has had some nice updates over the years, but you will still have the opportunity to make it your own!  Over 2,200 square feet!  A UHP Home Warranty is included, for peace of mind!  Don't miss out on this one!Read more"
70747509,"Absolutely stunning Eagle Harbor pool home located in a quiet cul de sac that backs up to a wooded preserve. Ceramic tile throughout, 42'' cabinets with under cabinet lighting, stainless steel appliances, engineered granite countertops, built in surround sound, crown molding throughout, spacious master bedroom with tray ceiling, extended lanai, pool cage, very private back yard and much more.Read more"
20642448,"Welcome to 5339 Oakland St located int he heart of Los Angeles surrounded by South Pasadena,El Sereno,Monterey Hills & Alhambra. This triplex features 2 bedrooms & 1 bathroom each unit. Each unit is also detached so your not sharing common walls & its centrally located supermarkets,parks,freeways etc. This property is zoned LARD1.5 so you may have the opportunity to build new units from scratch or keep this units for as an investment property.Front unit has been completely remodeled & the the other 2 units need some updating. Water mainline is brand new,copper plumbing,roofs are in good condition.Please reach out to your local Realtor for more info today!Read more"
63703850,"Matterport/3D tour available. Close to all that Tri-taylor has to offer including West Taylor Street with local cafes, shops and restaurants, medical district, UIC shuttle and minutes to the Loop via Blue Line or 290. 2 bedroom, 2 bath, almost 1,200 appx square foot home. Brand new, white Shaker cabinets, stainless steel/quartz eat-in kitchen with breakfast bar opens to extra-wide living room with gas fireplace and dining area. Recess lighting and hardwood floors throughout main living area. Stone baths with en-suite primary bedroom with spa tub and walk-in closet. Tons of storage and in-unit washer/dryer. Outdoor space includes south-facing covered private patio. Secured assigned parking space included.Read more"
19557711,"Beautifully remodeled, highly desirable top floor turn-key, 2beds/1bath condo, in sought after Santa Clara Courtyard community, surrounded by majestic redwoods, with a park-like setting, a community pool, and Tennis Ct for resort-style living. Centrally located in the heart of Silicon Valley, close to many companies/employers for an easy commute. Quality upgrades include double pane windows/patio doors, central air conditioning/heating, updated kitchen cabinets, and granite slab countertops, updated bathroom, in-unit washer/dryer, recessed lighting, Nest Thermostat, oversized bedroom closets, two balconies, two separate spacious storage closets in the balcony by the living room, HOA covers water amongst so many other amenities. An opportunity not to be missed!!Read more"
458775,"Substantial price reduction of $200K!  Unbelievable value at under $350 per square foot.   The expansive, new, upscale home is located on a quiet cul-de-sac in Chevy Chase, DC. Contemporary design and meticulous construction create the perfect harmony between luxury and comfort for superior livability. Versatile spaces, including six bedrooms and five and a half baths across three above-grade levels, with 10-foot ceilings throughout, offer room to congregate and to separate, providing areas to work and to play for every generation.    On the main level, a grand two-story entry foyer sets the home's tailored modern aesthetic tone. A gourmet kitchen with a large island flows to an open dining area and family room, a private office, a temperature-controlled wine room, a mudroom adjacent to an ample two-car garage, and a bedroom suite with a full bath. The main level (itself a total of 2,630 square feet) has no steps,  ramp entry from the garage, a curb-less shower, and a large bedroom suite, make it perfect for multi-generational living or aging in place.  On the second level, a spacious sitting area overlooks the entry foyer and offers abundant light. Also on this level are a generous owner suite with dual walk-in closets and a spa-like bath, a laundry room, two additional bedrooms sharing a Jack and Jill bath, a fifth bedroom with a walk-in closet, and attached bath; and a large storage closet.  The third level provides an enormous open play space with treetop views, a media room, bedroom six, plus a full bath.   The exterior has a grilling patio with a built-in natural gas grill and stainless steel cabinetry, perfect for entertaining and enjoying dinners al fresco.    With over 8,000 square feet of finished living space (over 8,500 square feet total), set on an 11,823 square foot lot, this majestic home provides suburban-scale living in a peaceful setting without sacrificing the conveniences of city living.    ** Be sure to View Video Tour**Read more"
118189181,Brand new home located on Pinewood Dr. It will be finished by the end of the month.  It has a full unfinised basement.Read more
27323556,"Home is located in the heart of Carrollton, convenient to Shopping and elementary school.  Spacious family room with large WBFP as the focal point.  This home is a 3 bedroom, 2 full bath. Large back yard has room for a pool and play area.  No interior pictures on line, tenant is still occupying.  This home is being SOLD AS IS, NO REPAIRS.  Foundation done, newish roof. Foundation & SD will be on line soon. No survey available,Read more"
110704145,"Desirable Pasadena neighborhood! One block East from the scenic Pasadena Boulevard and two blocks North of North Ave, this quaint Cape Cod checks all the boxes. Newer windows, refinished hardwood floors, AC/Roof/Garage Roof/Water Heater all less than 2 years old! One bedroom with full bath on the main, with two bedrooms and additional half bath upstairs. Bonus half bath in the basement! Perfectly-sized backyard with spacious deck and 2.5 car garage. Walk to McKinley Elementary, Sendiks, Lalli's, MidTown Grill, Thai-namite & more. Come check this one out--you will love living here!Read more"
61122517,"Live, Work & Play Downtown Madison!  Awesome 11th Fl, 1BR Condo w/private deck & views of the city, lakes & beautiful one acre Metro Place courtyard below.  Spacious LR, gas fireplace, open concept kitchen w/ breakfast bar, stainless appl (gas stove) & new LVT flooring in kitchen/LR.  Large BR w/deep closet, full bath/ jetted tub & stacked washer & dryer.  All the perks of living downtown ... close to Lakes, State Street, Farmer's Market Capital, Overture Center, UW, grocery store, restaurants, shops, public transportation & more!  Guest parking, fitness center, gated dog run, separate dog-friendly elevators & on-site mgmt! Parking & Storage located on 4th Fl, Parking #P526  Storage #414.  Assessment & taxes reflect unit & parking parcels. Condo fee $313.67, Parking fee $40.97 = $354.64.Read more"
71481806,"Well kept 1 bedroom + den floor plan with over 1,700 sq. ft on the 8th floor of the historic Loraine building. Located ½ block off the Capitol Square, this downtown condominium has it all including solid maple hardwood floor, custom built-in's and island overlooking the large main living and dining area with views over the Isthmus. The large primary suite has bathroom with dual sinks, a whirlpool tub, tiled shower and 2 closets plus large walk-in. Den or office space just off the generous foyer entry with coat closet. Underground heated parking and extra large storage space included.Read more"
27329279,"RENOVATED, RENOVATED, RENOVATED! Stunningly remodeled throughout. Open concept home designed for entertaining. New windows, tankless water heater, HVAC, electrical panel, flooring and fence are just some of the upgrades. Converted garage is a bonus room currently used as a home office. Spacious shed in backyard has electricity. Carport or garage could be added and accessed via the rear alley if desired. Newly landscaped and ready for your next backyard party with family and friends. Close to parks, walking trails and schools. A MUST SEE!Read more"
20793210,"Commanding western views create dramatic sunsets delivering the Hollywood Hills, Century City skyline & beyond to the Pacific Ocean from this modern luxury appointed condo. Creatively utilizing every aspect of the spacious floor plan, combining seamless transitions perfect for entertaining, LED accent lighting, automatic blinds, privacy for each bedroom. Clean lines enhance sleek kitchen w/ bar seating, quartz counters, induction cooktop, drop-down range hood, built-in microwave, high gloss cabinetry. Floor-to-ceiling sliders connect living room & kitchen nook to outdoor terrace. Guest bath w/ floating cabinet sink, stall shower w/ bench. Large en-suite primary bedroom w/ private terrace, high ceilings, spa-like bath, updated sink cabinetry, dual shower w/ hand wand, soaking tub. Updated AC, in-unit Miele stackable laundry, 2 car parking. Full-service amenities offer refined lobby, updated hallways, valet guest parking, concierge, pool/spa, clubhouse, rooftop sundeck, yoga room & gym.Read more"
2104378637,"One of a kind care free, high efficiency urban unit. Move in Ready. Very Convenience location. Easy access to highway, minutes to DFW International airport. Across the street from Hmart, shopping, and other businesses. Two very nicely sized bedrooms with a DEN, and entry to the second full bathroom. This unit is a larger unit with a very functional and unique floor plans. With decorative light fixtures , granite counter tops in kitchen and bathrooms. Large walk in closets and pantry. Unit comes with it's own assigned, covered parking space with guest parking available. Enjoy the nice amenities, pool and full sized Fitness Center. HOA fee includes water, trash and sewer. Washer and dryer convey to buyer.Read more"
3591765,"Solid brick home in an incredible location! Charming, family-friendly neighborhood, 5 minutes to all major highways, 7 minutes to O'Hare International Airport (ORD). Meticulously maintained with newer roof, soundproof windows, newer concrete driveway, newer gutters and oversized downspouts, newer HVAC, and a new water heater this year. Large family room, eat-in kitchen, and three bedrooms. Entire first floor has original hardwood protected under carpeting.  Finished basement with bedroom, bathroom, and dry bar.  Laundry room is equipped with gas connection to convert to an eat-in basement kitchen for the perfect guest or in-law suite. Utility room has a high-end workbench with lots of storage, including a 12-ft cedar closet. A party-ready backyard makes this the perfect house for entertaining family and friends! Don't miss out on this affordable gem with huge value! Over 2000 sq ft living space including basement!Read more"
19600792,"Resort style living at Pruneridge Place Community. A true 3 bedroom 2 bath single level end unit condo that feels very private.  A wonderful oasis in the heart of Santa Clara adjacent to Pruneridge Golf course with unlimited golf included in the HOA.  Bright, light, open floor plan with redesigned kitchen, stainless steel appliances, granite counters, spacious dining and living room with vaulted ceilings, gas fireplace, air conditioning, dual pane windows, plantation shutters, skylights and abundant storage.  Each bedroom has a private patio. Spacious master bedroom retreat, walk-in closet that is separate from other bedrooms. Oversized 2 car garage with laundry hookups, storage cabinets and pull down ladder for additional attic storage.  Excellent Santa Clara location close to freeways, dining, shopping, Santana Row, Downtown SJ, Apple, Google.  HOA includes community pool & tennis court.  Low Santa Clara utilities.  Come make this your Dream Home!Read more"
3860868,"This 3,000 appx square foot West Town home is a perfect alternative for those tired of living in overcrowded condo buildings with high monthly HOA fees. The home offers an open-concept layout, spacious living/dining room combo with a fireplace, 3 bedroom, 2 bath on the 2nd level. Beautiful white kitchen with an island and a breakfast nook, family room on the lower level- a perfect spot for binge-watching Ozark. The features include hardwood floors throughout other than porcelain tile on the lower level, skylights, totally renovated master bath with a spa shower. Large deck off the main floor and a balcony off the master bedroom, recessed lighting, central heat and air with a Nest thermostat, speakers and skylights. The upgrades include replaced the carpet in the basement with luxury vinyl, updated cabinets in kitchen and added quartz countertops, expanded the downstairs deck and added composite boards and new railing. The entire left half of the house was previously open. The area has been closed up with more living space added to living room. Both baths on the second floor were updated. There are built-in speakers in living room and basement. The vent in the master bath has a Bluetooth speaker. The house is setup with smoke detectors. The property has a 2-car garage. Perfect location on a tree-lined street within a short distance to booming Chicago Avenue. Art district, brewery district, lots of restaurants. Easy access to two expressways and West Loop/Fulton Market. Designed by Perkins and will damen stop of the Green Line underway.Read more"
17043835,"Nestled up in Lemon Grove this spacious 4 Bed 2 Bath Ranch Style home is the home you have been looking for! This home offers wood flooring, granite counter tops, stainless steel appliances and large backyard complete with playground. This home is conveniently located next to 125 freeway and easy to access without compromising privacy. Perfect combination of Comfort and accessibility.Read more"
241585966,"Beautiful contemporary end unit with gourmet kitchen, high ceilings, incredible master suite, and an open floor plan for entertaining. Add Bosch washer/dryer, one car deeded parking, storage and a rooftop deck with BBQ and fire pit, and you are living life in luxury. Walk a half block to restaurants, bars and coffee. You can't beat this location.Read more"
55398319,"Downtown 3 flat located just 2 blocks from State St. near the intersection of N. Carroll St. & W. Gilman St. Beautiful hardwood floors, spacious layouts, one parking stall in front and near many restaurants/retailers. Apt #1 is a one bedroom, one full bath with washer/dryer, Apt #2 is an efficiency with one full bath, washer/dryer and Apt #3 is a two bedroom with one full bath. Fully leased out until Aug. 2021 with an annual gross income of $33,600.Read more"
15160498,"A modern masterpiece set on the north slope of Bernal Heights, this sprawling 4 bedroom, 3.5 bath oasis boasting stunning skyline and Bay water views. Featuring an open-concept living/dining areas, a stunning  fireplace, and a gourmet kitchen featuring top of the line finishes, a generously sized island, custom cabinetry, a suite of stainless steel Thermador appliances, and panoramic doors that open up to the back patio overlooking a heavenly backyard. the exterior features three separate  decks, including a breathtaking roof deck with dramatic 360-degree panoramic views encompassing the San Francisco skyline and Bay. For added convenience, the home is also equipped with a side-by-side two-car garage and laundry room. This home enjoys the splendor of short commutes into downtown, panoramic hilltop views, and unparalleled proximity to world-class dining, entertainment, parks, cafes and so much more.Read more"
36741277,"This is the ONE! Welcome Home to this move-in ready, well-maintained home located in the Pinefield Subdivision. This home features 4 bedrooms and 3 full baths. Plenty of room for the whole family. The walk out basement opens up to a patio with a fully fenced (vinyl) backyard, an ideal spot to play or enjoy family gatherings. An additional outbuilding complete with electric and A/C. Could be a Mancave, She Shed or Workshop.  The choice is yours. This neighborhood features a park complete with soccer fields, basketball courts, a pavilion and playground. Great commuter location with NO HOA.  Hurry, this one won't last.Read more"
15084939,"Lush gardens serve up a wonderful shock as you travel through the gated entrance of this Zen-inspired 3bd/3.5ba home. A red brick path sweeps down to the front door, where you enter on the second level, an open living space with garden views and a stone fireplace. Walls of windows flood the home with light, leveraging breathtaking views on every level. A spiral staircase that leads to the bedroom below, a comfortable en suite with floor-to-ceiling sliding doors that open to the secluded landscaped backyard. The upper level boasts a bright, airy layout, gas fireplace, and a stunning view of Buena Vista Park. Skylights enhance the easy flow of open kitchen/living/dining areas. The chef's kitchen showcases a Sub-Zero fridge, Wolf range, center island sink, and ample counter space. A sense of calm pervades both bedrooms on this level, each with lovely garden views. A full bath features a deep soaking tub and Japanese design elements.Read more"
