code,title,credits,comments,section_num,days,start_time,end_time,building,room,instructor
ELEC 320,INTRO TO COMPUTER ORGANIZATION,4.00,"Basic computer architecture and assembly language programming. Systems
software, including loaders and assemblers. Input-output devices and
interrupt programming. Prereq- Comp 210
See Comp 320.",001,MWF,09:00AM,09:50AM,DH,1064,"Varman, Peter"
ELEC 326,DIGITAL LOGIC DESIGN,3.00,"Study of gates, flip-flops, combinational and sequential switching
circuits, registers, logical and arithmetic operations.
Prereq- Comp 210 or Caam 210.",001,TTH,09:25AM,10:40AM,DH,1064,"Jump, J."
ARAB 102,INTRODUCTION TO MODERN ARABIC LANGUAGE AND,4.00,"* DISTRIBUTION COURSE: GROUP I
Second-semester Arabic builds vocabulary while presenting more advanced
grammatical constructions. Each lesson includes reading and
comprehension exercises emphasizing spoken as well as written Arabic.
Language lab required.
Prereq- Arabic 101 or permission of instructor.",001,MWF,09:00AM,09:50AM,RH,105,"Hassan, Fatme"
ELEC 327,DIGITAL LOGIC DESIGN LAB,2.00,"The design, construction and test of projects built from digital
integrated circuits using design techniques presented in Elec 326,
Digital Logic Design.
Prereq- Elec 326, Elec 241.",001,M,01:00PM,02:00PM,AL,A126,"Jump, J."
ELEC 342,ELECTRONIC CIRCUITS,4.00,"Models of Bipolar and Field Effect transistors. Biasing methods,
distortion analysis, two-port analysis, single and multistage
amplifiers, frequency domain characteristics, feedback, stability, power
amplifiers. Lab culminates the design and testing of a low distortion
audio frequency power amplifer. Prereq- Elec 242.",001,MWF,11:00AM,11:50AM,ML,254,
ELEC 361,ELECTRONIC MATERIALS AND QUANTUM DEVICES,3.00,"This course provides the background in quantum mechanics and solid state
physics necessary for further studies in device physics (Elec 462) and
quantum Electronics (Elec 463). Prereq- Phys 202.",001,TTH,09:25AM,10:40AM,HB,427,"Halas, Naomi"
ELEC 391,SEMINAR ON PROFESSIONAL ISSUES IN ELECTR,1.00,"This course will discuss issues related to engineering professional
practice and other career choices for electrical engineers. Topics will
include intellectual property rights and patents, engineering ethics,
politics and engineering, entrepreneurship and venture capitalism,
professional licensing, graduate study, and environmental issues.",,,,,,,
ELEC 421,OPERAT.SYSTEMS/CONCURRENT PROG,4.00,"See description of Comp 421.
Prereq- Comp 212, Elec 320.
Also offered as Comp 421.",001,MWF,11:00AM,11:50AM,DH,1070,"Druschel, P."
ELEC 423,VLSI DESIGN II,2.00,"Continuation of Elec 422. Includes testing and evaluation of VLSI
circuits designed in the preceding course as well as
efficient test methodologies and topics in computer aided design.
Prereq- Elec 422",001,W,04:00PM,05:00PM,AL,A126,"Cavallaro, Joseph"
ELEC 424,COMPUTER SYSTEMS DESIGN,4.00,"The specification, design, and implementation of practical computer
systems, taking into account such factors as cost constraints and
available technology. Includes data path, control unit, and memory
system design details, as well as a comparison of various bus
architectures and techniques peripheral interfacing. Laboratory will
include a major design project. Prereq- Elec 425, 426.",001,TTH,09:25AM,10:40AM,AL,A126,"Bennett, John"
ELEC 427,PULSE AND DIGITAL CIRCUITS,4.00,"Study of discrete and integrated solid-state circuits. Includes
monostable, bistable,and astable multivibrators, the interaction of
linear componets with diodes, bipolar transistors, and field effect
transistors, applications of linear one on two degree-of-freedom
circuits to digital hardware, the analysis of circuits and their
interconnection to form digital systems, and the construction of digital
projects using discrete and integrated circuits.",001,TTH,08:00AM,09:15AM,AL,A126,"Cyprus, Joel"
ELEC 428,COMPUTER SYSTEMS PERFORMANCE,4.00,"Examination of analytical models of computer systems.Includes queueing
theory and Markov chains, simulation and analysis of simulation
results, and operational analysis, as well as a project
Prereq- Elec 331.",001,MWF,10:00AM,10:50AM,DH,1075,"Sinclair, James"
ELEC 430,COMMUNICATION THEORY AND SYSTEMS,3.00,"Review of applied probability theory and an introduction to stochastic
processes. Includes complex-signal analysis, AM and FM, digital
communication, PCM, signal transmission, optimum receiver theory,
and information theory and coding.
Prereq- Elec 331.
Coreq-Elec 433.",001,TTH,09:25AM,10:40AM,DH,1046,"Aazhang, Behnaam"
ARAB 202,INTERMEDIATE MODERN ARABIC LANGUAGE AND,4.00,"* DISTRIBUTION COURSE: GROUP I
Continues Arab 201's focus on etymology. Exploration of the classical
roots of Modern Standard Arabic promotes students' awareness of cultural
and historical contexts. Language lab required.
Prereq- Arabic 201 or permission of instructor.",001,MWF,10:00AM,10:50AM,RH,105,"Hassan, Fatme"
ELEC 432,INTRO TO TIME SERIES ANALYSIS,3.00,See description of Stat 421. Prereq- Elec 331. Also offered as Stat 421.,001,TTH,10:50AM,12:05PM,DH,1046,"Cox, Dennis"
ELEC 433,COMMUNICATION SYSTEMS LAB,2.00,"""Hands-on"" experience simulation of communication systems, Monte Carlo
simulation of random (noise), block oriented simulation of physical
links and performance evaluation of data network.
Prereq- Elec 331. .
Coreq- Elec 430.",001,M,04:00PM,05:00PM,AL,A126,"Aazhang, Behnaam"
ELEC 436,CONTROL SYSTEMS,3.00,"Representation, analysis, and design of simple control systems in the
time and frequency domains.
Prereq- Elec 302.",001,TTH,10:50AM,12:05PM,,,"Ghorbel, Fathi"
ELEC 440,ARTIFICIAL INTELLIGENCE,4.00,"See description of Comp 440.
Prereq- Comp 210.
Also offered as Comp 440.",001,TTH,10:50AM,12:05PM,DH,1070,"Subramanian, Devika"
ELEC 443,POWER ELECTRONIC CIRCUITS,4.00,"Minimization of power consumption in electronic circuits with the
required system performance. Design of high efficiency power amplifiers.
Electronic circuits used in power systems, including the principles of
phase-controlled rectification, high-frequency inversion, and DC-DC
conversion, with emphasis on design and lab project.
Prereq- Elec 342.",001,MWF,09:00AM,09:50AM,AL,A126,"Massey, Richard"
ELEC 463,LASERS AND PHOTONICS,3.00,"Study of lasers, optoelectronics, integrated optics, nonlinear optics,
holography, and optical processing.
Prereq- Phys 202.",001,MWF,11:00AM,11:50AM,AL,A126,"Young, James"
ELEC 465,PHYSICAL ELECTRONICS PRACTICUM,3.00,"A laboratory course, with lecture, to introduce students to a variety of
experimental techniques, methods, and instruments of current interest.
The content will generally correspond to the ideas and concepts
introduced in the Physical Electronics courses, Elec 305, 306, 461, and
463, including: general optics; lasers and fiber optics; spectroscopy,
computer control of equipment and data collection; acousto, electro, and
nonlinear optics; vaccum systems, cryogenics, etc.
Prereq- Phys 201.",,,,,,,
ELEC 482,PHYSIOLOGICAL CONTROL SYSTEMS,3.00,"Nervous system control of biological systems can be represented
utilizing techniques common to the field of linear, nonlinear or
adaptive control theory. This course begins with a review of the basic
aspects of control theory, followed by detailed discussion of the
structure of several biological systems including the visual,
cardiovascular and pulmonary systems. Specific examples of neurol
control are developed for each system utilizing modeling and simulation
techniques. Parameter sensitivity analysis and parameter estimation
techniques are likewise brought to bear on some of these models to
achive good least-squares fits to experimental data.
Prereq- Elec 481 or permission of instructor.
Also offered as Bioe 482.",001,MW,01:00PM,02:20PM,AL,B209,
ELEC 483,INTRO OF BIOMEDICAL INSTRUMENT MEASUREME,4.00,"Review of basic sensors and measurement principles. Includes design
problems using operational amplifier circuits (e.g. instrumentation and
isolation amplifiers, comparators, timer circuits). Introduction to
development of virtal instruments (VIs) using LabView TM. Discussion
of micro- and macro-biopotential electrodes, cell cytometry, the
measurement of blood pressure, blood flow, and heart sounds,
temperature, and the principles of electrical safety (e.g., micro- and
macro shock hazards in the clinical environment). Includes discussion
of pulmonary instrumentation and medical applications of ultrasound.
Two lab exercises and a term project required.
Prereq- Elec 481 or permission of instructors.
Also offered as Bioe 483/Mech 483.",,,,,,,
ELEC 490,ELEC ENGINEERING PROJECTS,1.00,"Theoretical and experimental investigations under staff direction.
May be repeated for up to a total of 6 credit hours.",,,,,,,
ARCH 102,PRINCIPLES OF ARCHITECTURE I,4.00,"A development of communication of formal information from further
investigation of visual structures and their order. Requisite for
architecture majors. By permission of instructor only.",,,,,,,
ELEC 492,SENIOR HONORS PROJECTS,2.00,"A capstone design experience in Electrical and Computer Engineering.
tThis course provides an opportunity for students to apply knowledge and
skills acquired in previous courses to the solution of a realistic
engineering problem. Teams of students will specify, design, and build
a system to meet a prescribed set of requirements. The topics covered
in this course will include design methodology, effective teamwork,
project management, documentation, and presentation skills.
Prereq- Elec 491.",001,MWF,04:00PM,04:50PM,AL,B209,"Wise, James"
ELEC 508,NONLINEAR SYSTEMS ANAYSIS II,3.00,"See description of Mech 508.
Also offered as Mech 508.",001,TTH,02:30PM,03:50PM,DH,1070,"Ghorbel, Fathi"
ELEC 519,PARALLEL ALGORITHMS AND ARCH,3.00,"Parallel architectures: Shared Memory, Structure and relation between
architectures. Parallel time, work, VLSI, Message-Passing, and
efficiency. Parallel algorithms for fundamental computational problems
and applications. Network routing.
Prereq- elec 322.
Also offered as Comp 583.",001,TTH,02:30PM,03:50PM,AL,A126,"Varman, Peter"
ELEC 522,ADV VLSI DESIGN,3.00,"Design and analysis of algorithm-specific VLSI processor architectures.
Includes the implementation of pipelined and systolic processor
arrays, techniques for mapping numerical algorithms onto custom
processor arrays, and a design project using high-level VLSI
synthesis tools.
Prereq- Elec 422, 423.
Enrollment limited to 15",001,TTH,01:00PM,02:20PM,AL,A126,"Cavallaro, Joseph"
ELEC 532,SPECTRAL ANALYSIS,3.00,"Classical and modern techniques for characterizing the frequency content
of signals. Review of random processes and linear algebra. Fourier
transform-based methods and the periodogram; parametric techniques,
such as autoregressive (AR) and autoregressive moving average (ARMA)
modeling, nonparametric techniques, (minimum variance and
eigenspace methods), and time-varying spectral analysis.
Prereq- Elec 401, 430
Also offered as Stat 586.",001,TTH,01:00PM,02:20PM,PL,210,"Baraniuk, Richard"
ELEC 535,INFORMATION AND CODING THEORY,3.00,"Introduction to information theory concepts and basic theorems of
channel coding and source coding. Includes techniques
of channel coding, parity check codes, introduction to algebraic coding
theory, convolutional codes, variable-length source
coding.
Prereq- Elec 331.",001,MWF,10:00AM,10:50AM,AL,A126,"Choi, Hyeokho"
ELEC 561,TOPICS IN SEMICONDUCTOR MANUFACTURING,3.00,"Advanced methods for simulation and control of the fabrication of modern
integrated circuits. Includes quality and reliability assurance.
Prereq- Elec 462",001,W,07:00PM,09:00PM,AL,A126,"Wilson, William"
ELEC 563,INTRO TO SOLID STATE,3.00,"See description of Phys 563.
Also offered as Phys 563.",001,TTH,01:30PM,02:45PM,PL,122,"Si, Qimiao"
ELEC 564,INTRO-SOLID STATE PHYSICS II,3.00,"See description of Phys 564.
Also offered as Phys 564.",001,TTH,04:00PM,05:20PM,PL,122,"Rau, Carl"
ELEC 566,PHYSICAL ELECTRONICS PROJECT,1.00,"Includes standard experiments, development of new experiments, and
special projects undertaken in collaboration with a faculty member.
Permission of instructor required.",,,,,,,
ARCH 132,CHANGING PERSPECTIVES IN ARCH,2.00,"Introductory tutorial. Readings, field trips, and seminar discussions.
Exploration of the role of the architect and architecture in the
metropolis.",001,T,04:00PM,05:30PM,,,"Casbarian, John"
ELEC 590,SPECIAL PROJECTS,1.00,"Theoretical and experimental investigations under staff direction.
May be repeated for up to a total of 6 credit hours.",,,,,,,
ELEC 595,MICROLITHOGRAPHY,3.00,"Graduate level introduction to fundamental concepts of optical
microlithography. Topics include imaging and wavefront engineering
techniques, wafer stepper technologies, photomask fabrication procedures
and limitations, metrology methods, optical lithgraphy modeling.",001,TTH,04:00PM,05:20PM,AL,A126,"Tittel, Frank"
ELEC 599,1ST YEAR GRAD STUDENT PROJECT,6.00,"Supervised project required of all first-year graduate students in the
MS/Ph.D program.
Prereq- Enrollment in the MS/Ph.D program.",,,,,,,
ELEC 631,ADV DIGITAL SIGNAL PROCESSING,3.00,"Advanced topics in digital signal processing, time-varying systems,
multidimensional signal processing, and other topics of current
interest. Individual projects required.
Prereq- Elec 431, 531, or equivalent.",001,TTH,04:00PM,05:20PM,DH,1075,"Nowak, Rob"
ELEC 645,THIN FILMS,3.00,"Deposition, characterization, and evaluation of the electronic,
magnetic, and mechanical properties of thin films will be discussed.
Special problems associated with the application of conventional bulk
material characterization techniques to the case of thin films will be
considered. The memory arrays, surface acoustic wave devices, optical
waveguides and modulators, and microelectromechanical systems will be
covered. Some of the specific deposition techniques to be included are
magnetron sputtering, laser ablation, and molecular beam epitaxy. X-ray
diffraction, Raman spectroscopy, nuclear reaction spectorscopy, scaning
electron microscopy and secondary ion mass spectroscopy will be among
the characterization techiques to be studied.",001,TTH,01:00PM,02:20PM,AL,B209,"Rabson, Thomas"
ELEC 694,ADVANCED TOPICS IN COMPUTER SYSTEMS,3.00,Permission of instructor required.,,,,,,,
ELEC 760,BAYLOR/RICE MD/PHD PROGRAM,1.00,Departmental permission required.,001,,,,,,
ELEC 800,RESEARCH AND THESIS,1.00,"Ph.D. dissertation research. May be repeated for up to 15 hours of
credit.",,,,,,,
ENGI 202,"TELECOMMUNICATION: TECHNOLOGY, BUSINESS,",3.00,"* DISTRIBUTION COURSE: GROUP III
Fundamentals of information transmission addressed from an historical
viewpoint. Quantification of information. Analog communication
(telegraphy, telephony, radio and television) and digital communication
(FAX, computer networks and cellular telephone).
Term project to design state-of-the-art communication system; project
judged by industrial representatives.",001,MWF,02:00PM,02:50PM,DH,1064,"Johnson, Don"
ENGI 304,GOOD VIBRATIONS: AN INTERDIS- CIPLINARY,3.00,"* DISTRIBUTION COURSE: GROUP III
Introduction to physical acoustics and to physiology and psychology of
hearing. Musical, architectural and medical acoustics and
environmental noise control.
Acoustics is the most accessible physical science and many observed
phenomena can be understood without recourse to advanced mathematics.
It provides an excellent example of the formulation of a physical
theory,
the derivation of the field equations, the solution of problems,
experiment and measurement, and applications in the real world.
Acoustics has the additional advantage that the distances and times
involved are easily comprenended (inches and seconds, not nanometers or
picoseconds) and that, in many instances we, ourselves, are the
measuring instruments. The subjective, sometimes ambiguous, realm of
psychoacoustics contrasts with the objective, unambiguous realm of
physical acoustics. This, and the fact that acoustics is inherently an
interdisciplinary subject with musical, architectural, biomedical and
environmental aspects, make this course a good meeting place for majors
and nonmajors.",,,,,,,
ARCH 202,PRINCIPLES OF ARCHITECTURE II,6.00,See Arch 201.,001,,,,,,"Brown, David"
ENGI 321,THE PROFESSIONAL ENGINEER: ROLES AND RES,3.00,"An examination of the Engineer at work in society through a case study
investigation of the processes by which tasks are accomplished and the
roles and corresponding responsibilities assumed by Engineers in
assuring the effectiveness of their efforts.
Prereq- Engi 302/Civi 320
Also offered as Civi 321",001,TTH,01:00PM,02:15PM,,,"Moore, Pat"
ENGL 102,FRESHMAN SEMINAR,3.00,* DISTRIBUTION COURSE: GROUP I,002,TTH,02:20PM,03:50PM,RH,109,"Weinstein, Jessica"
ENGL 104,INTRO TO ARGUMENTATION AND ACADEMIC WRIT,3.00,"* DISTRIBUTION COURSE: GROUP I
See Engl 103.
Prereq- permission of instructor.",001,MWF,09:00AM,09:50AM,RH,319,"Tobin, Mary"
ENGL 201,INTRO TO CREATIVE WRITING: FICTION,3.00,* DISTRIBUTION COURSE: GROUP I,001,MWF,01:00PM,01:50PM,SH,307,"Recknagel, Marsha"
ENGL 211,MAJOR BRIT WRITERS 1800-PRES,3.00,"* DISTRIBUTION COURSE: GROUP I
Readings in major British authors of the nineteenth and twentieth
centuries. Required of English majors.",,,,,,,
ENGL 260,INTRO TO STUDY OF AMERICAN LIT,3.00,* DISTRIBUTION COURSE: GROUP I,001,TTH,09:25AM,10:40AM,RH,110,"Aranda, Jose"
ENGL 270,NOT THE OTHER:CONT THEMES IN ASIAN AMER,3.00,* DISTRIBUTION COURSE: GROUP I,001,MWF,11:00AM,11:50AM,RH,320,"Lai, Chiu-Mi"
ENGL 302,FICTION WRITING,3.00,* DISTRIBUTION COURSE: GROUP I,001,T,01:00PM,04:00PM,RH,240,"Apple, Max"
ENGL 304,POETRY WRITING,3.00,"* DISTRIBUTION COURSE: GROUP I
Extensive reading in modern poetry as well as regular practice in the
writing of various forms will be required.
Prereq- permission of instructor.",001,W,02:00PM,05:00PM,RH,319,"Wood, Susan"
ENGL 306,EXPOSITORY WRITING,3.00,"* DISTRIBUTION COURSE: GROUP I
A course in the composition of personal essays.
Enrollment is limited to 15 students.
Prereq- permission of instructor.",001,MWF,10:00AM,10:50AM,RH,319,"Tobin, Mary"
ARCH 214,STRUCTURALANDCONSTRUCTION SYS II,3.00,"Application of materials & construction (wood, masonary, concrete &
steel). Case studies & field trips.",,,,,,,
ENGL 307,MEDICAL/TECHNICAL COMMUNICATIO,3.00,"* DISTRIBUTION COURSE: GROUP I
A course in physician-patient communication. Also builds skills in
writing and presentations to help students prepare for medical school.
Not open to freshmen.",001,TTH,10:50AM,12:05PM,SYM,LAB,"Volz, Tracy"
ENGL 308,ENGINEERING COMMUNICATION,1.00,"* DISTRIBUTION COURSE: GROUP I
Rhetorical principles of analyzing situations and audience needs,
organizing information, and choosing communication strategies. Students
select units on graphics, oral presentation, document design, ethics,
technical style, and editing. Some assignments linked to topics from
student's engineering courses. Must be concurrently enrolled in one or
more engineering courses.
Enrollment is limited.",001,TTH,04:00PM,05:20PM,SYM,LAB,"Driskill, Linda"
ENGL 309,INTERACTIONS OF STYLE AND AUDIENCE,3.00,"* DISTRIBUTION COURSE: GROUP I
Invites students to discuss and write critically about popular writing
in the U.S. Includes ads, newspaper stories, feature articles, scripts,
and best selling fiction and nonfiction. How these construct the
identities of large audiences and invite personal identification with
certain themes and styles. Compares student prose to linguistic forms
of U.S. culture.
Enrollment is limited to 25.",001,TTH,01:00PM,02:20PM,SYM,LAB,"Driskill, Linda"
ENGL 310,BUSINESS AND PROFESSIONAL COMMUNICATION,3.00,,001,M,01:00PM,04:00PM,RH,319,"Gorman, Christin"
ENGL 318,J.R.R. TOLKIEN,3.00,"* DISTRIBUTION COURSE: GROUP I
The writings of J.R.R. Tolkien, medieval scholar, fairy-tale teller,
epic-writer. Emphasis will fall in analysis of his works within a
literary, philosophical, and historical context. Medieval works which
shaped Tolkien's vision will also be read (Beowulf, Kalevala, Sir Gawain
and the Green Knight).",001,TTH,01:00PM,02:20PM,RH,110,"Chance, Jane"
ENGL 320,SHAKESPEARE ON FILM,3.00,"* DISTRIBUTION COURSE: GROUP I
There will be a lottery drawing for 35 spaces in next semester's Engl
320 (Shakespeare on Film). The lottery will take place at 7:30am in the
morning on Thursday, Nov 18 in 110 Rayzor Hall. Since places in the
course will be decided by a drawing, there is no need to arrive early.
But you must be there at 7:30a.m. on Wednesday to participate. Some
preference will be given in the lottery to seniors and then juniors.",001,MWF,02:00PM,04:00PM,ML,254,"Huston, Dennis"
ENGL 322,SHAKESPEARE,3.00,"* DISTRIBUTION COURSE: GROUP I
Representative plays, including tragedies, comedies, histories, and
romances.",001,TTH,10:50AM,12:05PM,RH,105,"Doughtie, Edward"
ENGL 333,18TH CENTURY BRITISH FICTION,3.00,* DISTRIBUTION COURSE: GROUP I,001,MWF,11:00AM,11:50AM,RH,317,"Joseph, Betty"
ENGL 336,THE GOTHIC AND CONSTRUCTIONS OF NATIONAL,3.00,"This course asks why U.S. writing, from the late eighteenth-century
novels of Charles Brockden Brown to the contemporary fiction of Toni
Morrison and Stephen King, has consistently turned to the gtohic form to
define a national literary identity. We will assess how the ghostly,
visions of the undead and the ""uncanny"" create a distinctly "" American""
literature for ""high brow"" and ""low brow"" reader/writers alike. More
particularly, we will consider how U.S. writers use these gothic devices
to script the diverse racial identities of the populace into a U.S.
narrative and how the gothic represents the writers' fears that such
racial identities will disrupt the cohesiveness of a distinct national
literature. We will read work by Charles Brocken Brown, Edgar Allen Poe,
Stephen King, John Winthrop, Henry James, Edith Wharton, Harriet Jacobs,
William Faulken, and Toni Morrison, among others.",001,MWF,11:00AM,11:50AM,RH,110,"Levander, Caroline"
ENGL 339,BRITISH ROMANTICS: POETRY,3.00,"* DISTRIBUTION COURSE: GROUP I
The major writings of Blake, Wordsworth, Coleridge, Byron, Shelley, and
Keats.",001,MWF,01:00PM,01:50PM,RH,110,"Grob, Alan"
ACCO 506,CORPORATE FINANCIAL REPORTING,3.00,"The preparation of financial statements and the use of accounting data
for managerial decision making are examined. The course illustrates how
accounting standards, corporate strategy, and managers' motives shape
accounting policies and procedures. Topics include liabilities,
shareholders' equity, stock compensation plans, deferred taxes, leases,
pensions, consolidations, and multi-national operations.
Prereq- Acco 501 or equivalent.",,,,,,,
ARCH 302,SELECTED ARCH PROBLEMS I,6.00,"Variety of intermediate level problems for developing comprehensive
experience in design methods and processes. Requisite for
preprofessional major in architecture.
Prereq- Arch 201, 202, 301.",,,,,,,
ENGL 342,VICTORIAN FICTION,3.00,* DISTRIBUTION COURSE: GROUP I,001,MWF,11:00AM,11:50AM,BL,123,"Michie, Helena"
ENGL 363,AMERICAN FICTION: 1940-PRESENT,3.00,* DISTRIBUTION COURSE: GROUP I,001,MWF,10:00AM,10:50AM,RH,110,"Doody, Terrence"
ENGL 367,AMERICAN ECOFEMINISM:INTERSECT BETWEEN F,3.00,"* DISTRIBUTION COURSE: GROUP I
Course surveys women's efforts during nineteenth and twentieth centuries
to define and practice ""pro-environmental"" policies. Interdisciplinary
in method, the course draws from literature, women's history, literary
criticism, feminist biology, and race and social justice theory. Issues
of first/third world differences also figure in efforts to understand
enviromnental justice.
Also offered as WGST 430.",001,W,02:00PM,05:00PM,FL,517,"Comer, Krista"
ENGL 376,LITERATURE AND MUSIC,3.00,"* DISTRIBUTION COURSE: GROUP I
Interaction of literature and music in song, opera, and film; music as
subject in drama and fiction. Technical knowledge of music useful but
not required.",001,TTH,02:30PM,03:50PM,RH,105,"Doughtie, Edward"
ENGL 377,LITERATURE AND ART,3.00,* DISTRIBUTION COURSE: GROUP I,001,TTH,01:00PM,02:20PM,SH,562,"Snow, Edward"
ENGL 378,LITERATURE AND THE ENVIRONMENT,3.00,* DISTRIBUTION COURSE: GROUP I,001,TTH,09:25AM,10:40AM,PL,118,"Slappey, Lisa"
ENGL 388,GENERATION X IN LITERATURE AND CULTURE,3.00,,,,,,,,
ENGL 389,"STUDIES IN MODERNISM:ELIOT, JOYCE,WOOLF,",3.00,,001,TTH,02:30PM,03:50PM,SH,207B,"Morrison, Paul"
ENGL 395,HISTORY OF THE ENGL LANGUAGE,3.00,"* DISTRIBUTION COURSE: GROUP II
Survey of 6,000 years of language history. Includes the phonological,
morphological, syntactic, and semantic history of the English language
from its Indo-European origins, through the Anglo-Saxon and Middle
English periods, and up to the present day. Also offered as LING 395.",001,MWF,09:00AM,09:50AM,RH,317,"Gerhardt, Cornelia"
ENGL 397,TOPICS IN LITERATURE: LONESTAR STATES OF,3.00,* DISTRIBUTION COURSE: GROUP I,001,TTH,09:25AM,10:40AM,RH,319,"Derrick, Scott"
ARCH 316,BUILDING CLIMATOLOGY,3.00,"* DISTRIBUTION COURSE: GROUP III
An introduction to the thermal performance of buildings. Course is
divided into 2 parts: Building Climatology and Air Conditioning
Systems.",001,TTH,09:25AM,10:40AM,,,"Oberholzer, Mark"
ENGL 402,ADVANCED CREATIVE WRITING: FICTION,3.00,* DISTRIBUTION COURSE: GROUP I,001,M,07:00PM,10:00PM,RH,240,"Apple, Max"
ENGL 404,ADVANCED CREATIVE WRITING: POETRY,3.00,* DISTRIBUTION COURSE: GROUP I,001,T,02:30PM,05:30PM,RH,319,"Wood, Susan"
ENGL 441,VICTORIAN STUDIES:JANE AUSTEN AND CHARLOTT,3.00,* DISTRIBUTION COURSE: GROUP I,001,W,02:00PM,05:00PM,FL,524,"Michie, Helena"
ENGL 470,TOPICS-AFRICAN AMERICAN LIT: SELECTED BL,3.00,"* DISTRIBUTION COURSE: GROUP I
Also offered as WGST 453.",001,TTH,02:30PM,03:50PM,RH,320,"Fultz, Lucille"
ENGL 472,CHICANO/A AUTOBIOGRAPHY,3.00,,001,TTH,01:00PM,02:20PM,RH,317,"Aranda, Jose"
ENGL 493,DIRECTED READING,3.00,,,,,,,,
ENGL 494,"AUTOBIOGRAPHIES, LETTERS AND JOURNALS",3.00,,001,TTH,07:00PM,08:15PM,RH,317,"Patten, Robert"
ENGL 495,SENIOR THESIS,3.00,,,,,,,,
ENGL 497,TOPICS IN LITERATURE: IMAGE AND NARRATIV,3.00,"* DISTRIBUTION COURSE: GROUP I
Also offered as WGST 411.",001,MWF,01:00PM,01:50PM,RH,317,"Doody, Terrence"
ENGL 499,STUDIES IN LITERARY THEORY: QUEER THEORY,3.00,* DISTRIBUTION COURSE: GROUP I,001,TTH,10:50AM,12:05PM,RH,317,"Lamos, Colleen"
ARCH 330,METHODS OF MAKING II,3.00,Continuation of ARCH 322/622. Limited enrollment.,,,,,,,
ENGL 509,MASTER'S THESIS,3.00,,,,,,,,
ENGL 510,PEDAGOGY,1.00,,,,,,,,
ENGL 511,SEMINAR: PEDAGOGY,3.00,,,,,,,,
ENGL 514,"MIDDLE ENGLISH LITERATURE ""INVENTION OF",3.00,"""Topics vary from year to year. This pro-seminar in Middle English
Literature will survey Piers Plowman, the Pearl Poet, romances, Corpus
Christi cycle plays, dream visions, lyrics, sermons, mystical writings,
and satires from the 14th and 15th centuries. The pre-Reformation
character of this new vernacular literature will highlight its
interiorized, subjective nature, its emphasis on the primacy of the
commons and its appeal to the newly lierature feminine readers, who
constitute much of the audience at this moment of shift from manuscript
to prited book. Different topics may be repeated for credit"".",001,TTH,09:25AM,10:40AM,RH,317,"Chance, Jane"
ENGL 521,SHAKESPEARE,3.00,"An enriched version of Engl 321 for graduate students. Additional
readings, papers, or meetings to be assigned by instructor.",001,W,02:00PM,05:00PM,RH,317,"Skura, Meredith"
ENGL 526,17TH CENTURY POETRY AND PROSE,3.00,,001,M,02:00PM,05:00PM,RH,317,"Snow, Edward"
ENGL 592,THE CHILD IN U.S. LIT FROM NATIONHOOD-TH,3.00,"In cultural materialist as well as historicist and psychoanalytic
accounts, the modern child has consistently been equated with the
personal, the individual, and/or the psychological. This course
alternately examines how images of the child help to construct a
distinct national identity in U.S. writing from nationhood through the
nineteenth century. As a propnent of both national and individual
identity formation, the child in U.S. writing registers the complex
interrelations existing between the two. We will read essays by Slavoj
Zizeck, Joan Copjec, Teresa Brennan, and Homi Bhabha, among others, to
think about how the national and individual work with and against each
other and writings by Thomas Paine, Harriet Jacobs, Frederick Douglas,
Mark Twain, Harriet Wilson, Louisa May Alcott, and Henry James in order
to assess to what ends the child facilitates diverse political
relations or effects between national identity and individual
subjectivity.",001,F,02:00PM,05:00PM,RH,319,"Levander, Caroline"
ENGL 594,AREA STUDIES:SEXUALITY AND SUBJECTIVITY,3.00,,001,M,02:00PM,05:00PM,RH,239,"Morrison, Paul"
ENGL 599,"LITERARY THEORY: FOUCAULT, DELEUZE, LYOT",3.00,"An investigation of political and ethical concerns in literary
interpretation.
Prereq- permission of instructor.
Also offered as Wgst 481.",001,T,02:30PM,05:30PM,RH,317,"Lamos, Colleen"
ENGL 602,TEACHING PRACTICUM,3.00,"Limited to graduate students serving as teaching assistants for courses
in English or the Humanities.",,,,,,,
ARCH 346,19TH-20TH CENTURY ARCH HISTORY,3.00,"* DISTRIBUTION COURSE: GROUP I
This is a survey course that covers primarily western architectural
history from 1750-1980. Rationalism, The Picturesque, Neo-Classicism,
Eclecticism, Art Nonveau, De Stijl, The Bauhaus, Le Corbusier, Frank
LLoyd Wright, Corporate Modernism and Urban Renewal are the major
architectural topics that will be discussed against and backdrop of the
conditions of modernity.
Also offered as Hart 346.",001,TTH,10:50AM,12:05PM,ML,254,"Biln, John"
ENGL 604,TEACHING OF LITERATURE,3.00,"Limited to graduate students teaching English 101,102, or 103.",,,,,,,
ENGL 622,DIRECTED READING,3.00,,,,,,,,
ENGL 702,BRITISH AND AMERICAN LITERATURE,3.00,,,,,,,,
ENGL 704,RESEARCH LEADING TO CANDIDACY,3.00,,,,,,,,
ENGL 800,PH.D. RESEARCH AND THESIS,3.00,To be taken after a student has been admitted to candidacy.,,,,,,,
